val@1_ori,val@1_rev,val@2_ori,val@2_rev,pair
0.0,0.0,0.0,0.0,C0074710_C0524851
0.0,0.0,0.0,0.0,C0074710_C0019247
0.0,0.0,0.0,0.0,C0074710_C0268490
0.0,0.0,123.4943771609961,0.0,C0074710_C0149931
0.0,0.0,0.0,331.5949165243521,C0074710_C0027126
0.0,0.0,0.0,0.0,C0074710_C1849508
0.0,0.0,0.0,0.0,C0074710_C2931688
0.0,0.0,132.43465329204668,0.0,C0074710_C0027765
0.0,0.0,310.23588117709625,164.85854778031015,C0074710_C0751434
0.0,0.0,0.0,0.0,C0074710_C0752120
0.0,0.0,0.0,0.0,C0074710_C0024408
0.0,0.0,0.0,0.0,C0074710_C0349653
0.0,0.0,0.0,0.0,C0074710_C0020541
0.0,0.0,0.0,0.0,C0074710_C0220756
0.0,0.0,310.23588117709625,310.23588117709625,C0074710_C0751436
0.0,0.0,0.0,0.0,C0074710_C0751882
0.0,0.0,0.0,0.0,C0074710_C0162671
0.0,0.0,0.0,0.0,C0074710_C0002986
0.0,0.0,0.0,0.0,C0074710_C0018790
0.0,0.0,0.0,0.0,C0074710_C0026850
0.0,0.0,2472.859809224612,2637.0049900053186,C0074710_C0030567
0.0,0.0,0.0,0.0,C0074710_C0007222
0.0,0.0,0.0,0.0,C0074710_C0023895
0.0,0.0,0.0,0.0,C0074710_C0007194
0.0,0.0,0.0,0.0,C0074710_C0019151
0.0,0.0,0.0,0.0,C0074710_C0043459
0.0,0.0,0.0,0.0,C0074710_C0020179
0.0,0.0,310.23588117709625,310.23588117709625,C0074710_C0268465
0.0,0.0,0.0,0.0,C0074710_C0019880
0.0,0.0,155.11794058854812,155.11794058854812,C0074710_C0002395
0.0,0.0,0.0,0.0,C0074710_C0282528
0.0,0.0,0.0,0.0,C0074710_C0026896
0.0,0.0,0.0,0.0,C0074710_C0027051
0.0,0.0,0.0,0.0,C0074710_C0018801
0.0,0.0,142.24934481868442,0.0,C0074710_C0024117
0.0,0.0,0.0,0.0,C0074710_C0028754
0.0,0.0,0.0,0.0,C0074710_C0018799
0.0,0.0,0.0,0.0,C0074710_C0027868
0.0,0.0,0.0,0.0,C0074710_C0017205
0.0,0.0,155.11794058854812,0.0,C0074710_C5203670
0.0,0.0,0.0,0.0,C0040964_C0878773
0.0,0.0,0.0,0.0,C0040964_C0020538
0.0,0.0,0.0,0.0,C0040964_C0025521
0.0,0.0,0.0,0.0,C0040964_C0085584
0.0,0.0,0.0,0.0,C0040964_C0004238
0.0,0.0,0.0,0.0,C0040964_C0494475
0.0,0.0,0.0,0.0,C0040964_C0268579
0.0,0.0,0.0,0.0,C0040964_C0087012
0.0,0.0,0.0,0.0,C0040964_C0004096
0.0,0.0,0.0,0.0,C0040964_C0011168
0.0,0.0,0.0,0.0,C0040964_C0268250
0.0,0.0,0.0,0.0,C0040964_C0270846
0.0,0.0,0.0,0.0,C0040964_C0442874
0.0,0.0,0.0,0.0,C0040964_C0019202
0.0,0.0,0.0,0.0,C0040964_C0154246
0.0,0.0,0.0,0.0,C0040964_C0268251
0.0,0.0,0.0,0.0,C0040964_C0023521
0.0,0.0,0.0,0.0,C0040964_C0878544
0.0,0.0,0.0,0.0,C0040964_C0038454
0.0,0.0,0.0,0.0,C0040964_C0011849
0.0,0.0,0.0,0.0,C0040964_C0026848
0.0,0.0,0.0,0.0,C0040964_C0001125
0.0,0.0,0.0,0.0,C0040964_C0014544
0.0,0.0,0.0,0.0,C0040964_C0024776
0.0,0.0,0.0,0.0,C0040964_C0002066
0.0,0.0,0.0,0.0,C0040964_C0751435
0.0,0.0,0.0,0.0,C0040964_C1961835
0.0,0.0,0.0,0.0,C0040964_C0162309
0.0,0.0,0.0,0.0,C0040964_C0019147
0.0,0.0,0.0,0.0,C0040964_C0020615
0.0,0.0,0.0,0.0,C0040964_C0031485
0.0,0.0,0.0,0.0,C0040964_C0023890
0.0,0.0,0.0,0.0,C0040964_C0242422
0.0,0.0,0.0,0.0,C0040964_C0025517
0.0,0.0,0.0,0.0,C0040964_C0268542
0.0,0.0,0.0,0.0,C0040964_C0948089
0.0,0.0,0.0,0.0,C0040964_C0018802
0.0,0.0,0.0,0.0,C0040964_C1145670
0.0,0.0,0.0,0.0,C0040964_C0011860
0.0,0.0,0.0,0.0,C0040964_C1527231
0.0,0.0,0.0,0.0,C0040964_C0524851
0.0,0.0,0.0,0.0,C0040964_C0019247
0.0,0.0,0.0,0.0,C0040964_C0268490
0.0,0.0,0.0,0.0,C0040964_C0149931
0.0,0.0,0.0,0.0,C0040964_C0027126
0.0,0.0,0.0,0.0,C0040964_C1849508
0.0,0.0,0.0,0.0,C0040964_C2931688
0.0,0.0,0.0,0.0,C0040964_C0027765
0.0,0.0,0.0,0.0,C0040964_C0751434
0.0,0.0,0.0,0.0,C0040964_C0752120
0.0,0.0,0.0,0.0,C0040964_C0024408
0.0,0.0,0.0,0.0,C0040964_C0349653
0.0,0.0,0.0,0.0,C0040964_C0020541
0.0,0.0,0.0,0.0,C0040964_C0220756
0.0,0.0,0.0,0.0,C0040964_C0751436
0.0,0.0,0.0,0.0,C0040964_C0751882
0.0,0.0,0.0,0.0,C0040964_C0162671
0.0,0.0,0.0,0.0,C0040964_C0002986
0.0,0.0,0.0,0.0,C0040964_C0018790
0.0,0.0,0.0,0.0,C0040964_C0026850
0.0,0.0,0.0,155.11794058854812,C0040964_C0030567
0.0,0.0,0.0,0.0,C0040964_C0007222
0.0,0.0,0.0,0.0,C0040964_C0023895
0.0,0.0,0.0,0.0,C0040964_C0007194
0.0,0.0,0.0,0.0,C0040964_C0019151
0.0,0.0,0.0,0.0,C0040964_C0043459
0.0,0.0,0.0,0.0,C0040964_C0020179
0.0,0.0,0.0,0.0,C0040964_C0268465
0.0,0.0,0.0,0.0,C0040964_C0019880
0.0,0.0,0.0,155.11794058854812,C0040964_C0002395
0.0,0.0,0.0,0.0,C0040964_C0282528
0.0,0.0,0.0,0.0,C0040964_C0026896
0.0,0.0,0.0,0.0,C0040964_C0027051
0.0,0.0,0.0,0.0,C0040964_C0018801
0.0,0.0,0.0,0.0,C0040964_C0024117
0.0,0.0,0.0,0.0,C0040964_C0028754
0.0,0.0,0.0,0.0,C0040964_C0018799
0.0,0.0,0.0,0.0,C0040964_C0027868
0.0,0.0,0.0,0.0,C0040964_C0017205
0.0,0.0,0.0,0.0,C0040964_C5203670
0.0,0.0,0.0,0.0,C0008294_C0878773
0.0,0.0,155.11794058854812,155.11794058854812,C0008294_C0020538
0.0,0.0,0.0,0.0,C0008294_C0025521
0.0,0.0,0.0,0.0,C0008294_C0085584
0.0,0.0,0.0,0.0,C0008294_C0004238
0.0,0.0,0.0,0.0,C0008294_C0494475
0.0,0.0,0.0,0.0,C0008294_C0268579
0.0,0.0,0.0,0.0,C0008294_C0087012
0.0,0.0,0.0,0.0,C0008294_C0004096
0.0,0.0,0.0,0.0,C0008294_C0011168
0.0,0.0,0.0,0.0,C0008294_C0268250
0.0,0.0,0.0,0.0,C0008294_C0270846
0.0,0.0,0.0,0.0,C0008294_C0442874
0.0,0.0,0.0,0.0,C0008294_C0019202
0.0,0.0,0.0,0.0,C0008294_C0154246
0.0,0.0,0.0,0.0,C0008294_C0268251
0.0,0.0,0.0,0.0,C0008294_C0023521
0.0,0.0,0.0,0.0,C0008294_C0878544
0.0,0.0,0.0,0.0,C0008294_C0038454
0.0,0.0,0.0,0.0,C0008294_C0011849
0.0,0.0,0.0,0.0,C0008294_C0026848
0.0,0.0,0.0,0.0,C0008294_C0001125
0.0,0.0,0.0,0.0,C0008294_C0014544
0.0,0.0,0.0,0.0,C0008294_C0024776
0.0,0.0,0.0,0.0,C0008294_C0002066
0.0,0.0,0.0,0.0,C0008294_C0751435
0.0,0.0,0.0,0.0,C0008294_C1961835
0.0,0.0,0.0,0.0,C0008294_C0162309
0.0,0.0,0.0,0.0,C0008294_C0019147
0.0,0.0,0.0,0.0,C0008294_C0020615
0.0,0.0,0.0,0.0,C0008294_C0031485
0.0,0.0,0.0,0.0,C0008294_C0023890
0.0,0.0,0.0,0.0,C0008294_C0242422
0.0,0.0,0.0,0.0,C0008294_C0025517
0.0,0.0,0.0,0.0,C0008294_C0268542
0.0,0.0,0.0,0.0,C0008294_C0948089
0.0,0.0,0.0,0.0,C0008294_C0018802
0.0,0.0,0.0,0.0,C0008294_C1145670
0.0,0.0,0.0,0.0,C0008294_C0011860
0.0,0.0,0.0,0.0,C0008294_C1527231
0.0,0.0,0.0,0.0,C0008294_C0524851
0.0,0.0,0.0,0.0,C0008294_C0019247
0.0,0.0,0.0,0.0,C0008294_C0268490
0.0,0.0,0.0,0.0,C0008294_C0149931
0.0,0.0,0.0,0.0,C0008294_C0027126
0.0,0.0,0.0,0.0,C0008294_C1849508
0.0,0.0,0.0,0.0,C0008294_C2931688
0.0,0.0,0.0,0.0,C0008294_C0027765
0.0,0.0,0.0,0.0,C0008294_C0751434
0.0,0.0,0.0,0.0,C0008294_C0752120
0.0,0.0,0.0,0.0,C0008294_C0024408
0.0,0.0,0.0,0.0,C0008294_C0349653
0.0,0.0,0.0,0.0,C0008294_C0020541
0.0,0.0,0.0,0.0,C0008294_C0220756
0.0,0.0,0.0,0.0,C0008294_C0751436
0.0,0.0,0.0,0.0,C0008294_C0751882
0.0,0.0,0.0,0.0,C0008294_C0162671
0.0,0.0,0.0,0.0,C0008294_C0002986
0.0,0.0,0.0,0.0,C0008294_C0018790
0.0,0.0,0.0,0.0,C0008294_C0026850
0.0,0.0,0.0,0.0,C0008294_C0030567
0.0,0.0,0.0,155.11794058854812,C0008294_C0007222
0.0,0.0,0.0,0.0,C0008294_C0023895
0.0,0.0,0.0,0.0,C0008294_C0007194
0.0,0.0,0.0,0.0,C0008294_C0019151
0.0,0.0,0.0,0.0,C0008294_C0043459
0.0,0.0,0.0,0.0,C0008294_C0020179
0.0,0.0,0.0,0.0,C0008294_C0268465
0.0,0.0,0.0,0.0,C0008294_C0019880
0.0,0.0,0.0,0.0,C0008294_C0002395
0.0,0.0,0.0,0.0,C0008294_C0282528
0.0,0.0,0.0,0.0,C0008294_C0026896
0.0,0.0,0.0,0.0,C0008294_C0027051
0.0,0.0,0.0,155.11794058854812,C0008294_C0018801
0.0,0.0,0.0,0.0,C0008294_C0024117
0.0,0.0,0.0,0.0,C0008294_C0028754
0.0,0.0,0.0,0.0,C0008294_C0018799
0.0,0.0,0.0,0.0,C0008294_C0027868
0.0,0.0,0.0,0.0,C0008294_C0017205
0.0,0.0,0.0,0.0,C0008294_C5203670
0.0,0.0,0.0,0.0,C0039543_C0878773
0.0,0.0,0.0,0.0,C0039543_C0020538
0.0,0.0,0.0,0.0,C0039543_C0025521
0.0,0.0,0.0,0.0,C0039543_C0085584
0.0,0.0,0.0,0.0,C0039543_C0004238
0.0,0.0,0.0,0.0,C0039543_C0494475
0.0,0.0,0.0,0.0,C0039543_C0268579
0.0,0.0,0.0,0.0,C0039543_C0087012
0.0,0.0,0.0,620.4717623541925,C0039543_C0004096
0.0,0.0,0.0,0.0,C0039543_C0011168
0.0,0.0,0.0,0.0,C0039543_C0268250
0.0,0.0,0.0,0.0,C0039543_C0270846
0.0,0.0,0.0,0.0,C0039543_C0442874
0.0,0.0,0.0,0.0,C0039543_C0019202
0.0,0.0,0.0,0.0,C0039543_C0154246
0.0,0.0,0.0,0.0,C0039543_C0268251
0.0,0.0,0.0,0.0,C0039543_C0023521
0.0,0.0,0.0,0.0,C0039543_C0878544
0.0,0.0,0.0,0.0,C0039543_C0038454
0.0,0.0,0.0,0.0,C0039543_C0011849
0.0,0.0,0.0,0.0,C0039543_C0026848
0.0,0.0,0.0,0.0,C0039543_C0001125
0.0,0.0,0.0,0.0,C0039543_C0014544
0.0,0.0,0.0,0.0,C0039543_C0024776
0.0,0.0,0.0,0.0,C0039543_C0002066
0.0,0.0,0.0,0.0,C0039543_C0751435
0.0,0.0,0.0,0.0,C0039543_C1961835
0.0,0.0,0.0,0.0,C0039543_C0162309
0.0,0.0,0.0,0.0,C0039543_C0019147
0.0,0.0,0.0,0.0,C0039543_C0020615
0.0,0.0,0.0,0.0,C0039543_C0031485
0.0,0.0,0.0,0.0,C0039543_C0023890
0.0,0.0,0.0,0.0,C0039543_C0242422
0.0,0.0,0.0,0.0,C0039543_C0025517
0.0,0.0,0.0,0.0,C0039543_C0268542
0.0,0.0,0.0,0.0,C0039543_C0948089
0.0,0.0,0.0,0.0,C0039543_C0018802
0.0,0.0,0.0,0.0,C0039543_C1145670
0.0,0.0,0.0,0.0,C0039543_C0011860
0.0,0.0,0.0,0.0,C0039543_C1527231
0.0,0.0,0.0,0.0,C0039543_C0524851
0.0,0.0,0.0,0.0,C0039543_C0019247
0.0,0.0,0.0,0.0,C0039543_C0268490
0.0,0.0,0.0,0.0,C0039543_C0149931
0.0,0.0,0.0,0.0,C0039543_C0027126
0.0,0.0,0.0,0.0,C0039543_C1849508
0.0,0.0,0.0,0.0,C0039543_C2931688
0.0,0.0,0.0,0.0,C0039543_C0027765
0.0,0.0,0.0,0.0,C0039543_C0751434
0.0,0.0,0.0,0.0,C0039543_C0752120
0.0,0.0,0.0,0.0,C0039543_C0024408
0.0,0.0,0.0,0.0,C0039543_C0349653
0.0,0.0,0.0,0.0,C0039543_C0020541
0.0,0.0,0.0,0.0,C0039543_C0220756
0.0,0.0,0.0,0.0,C0039543_C0751436
0.0,0.0,0.0,0.0,C0039543_C0751882
0.0,0.0,0.0,0.0,C0039543_C0162671
0.0,0.0,0.0,0.0,C0039543_C0002986
0.0,0.0,0.0,0.0,C0039543_C0018790
0.0,0.0,0.0,0.0,C0039543_C0026850
0.0,0.0,0.0,0.0,C0039543_C0030567
0.0,0.0,0.0,0.0,C0039543_C0007222
0.0,0.0,0.0,0.0,C0039543_C0023895
0.0,0.0,0.0,155.11794058854812,C0039543_C0007194
0.0,0.0,0.0,0.0,C0039543_C0019151
0.0,0.0,0.0,0.0,C0039543_C0043459
0.0,0.0,0.0,0.0,C0039543_C0020179
0.0,0.0,0.0,0.0,C0039543_C0268465
0.0,0.0,0.0,0.0,C0039543_C0019880
0.0,0.0,0.0,155.11794058854812,C0039543_C0002395
0.0,0.0,0.0,0.0,C0039543_C0282528
0.0,0.0,0.0,0.0,C0039543_C0026896
0.0,0.0,0.0,0.0,C0039543_C0027051
0.0,0.0,0.0,0.0,C0039543_C0018801
0.0,0.0,0.0,0.0,C0039543_C0024117
0.0,0.0,0.0,0.0,C0039543_C0028754
0.0,0.0,0.0,0.0,C0039543_C0018799
0.0,0.0,0.0,0.0,C0039543_C0027868
0.0,0.0,0.0,0.0,C0039543_C0017205
0.0,0.0,0.0,0.0,C0039543_C5203670
0.0,0.0,0.0,0.0,C0962517_C0878773
0.0,0.0,0.0,0.0,C0962517_C0020538
0.0,0.0,0.0,0.0,C0962517_C0025521
0.0,0.0,0.0,0.0,C0962517_C0085584
0.0,0.0,0.0,0.0,C0962517_C0004238
0.0,0.0,0.0,0.0,C0962517_C0494475
0.0,0.0,0.0,0.0,C0962517_C0268579
0.0,0.0,0.0,0.0,C0962517_C0087012
0.0,0.0,0.0,0.0,C0962517_C0004096
0.0,0.0,0.0,0.0,C0962517_C0011168
0.0,0.0,0.0,0.0,C0962517_C0268250
0.0,0.0,0.0,0.0,C0962517_C0270846
0.0,0.0,0.0,0.0,C0962517_C0442874
0.0,0.0,0.0,0.0,C0962517_C0019202
0.0,0.0,0.0,0.0,C0962517_C0154246
0.0,0.0,0.0,0.0,C0962517_C0268251
0.0,0.0,0.0,0.0,C0962517_C0023521
0.0,0.0,0.0,0.0,C0962517_C0878544
0.0,0.0,0.0,0.0,C0962517_C0038454
0.0,0.0,0.0,0.0,C0962517_C0011849
0.0,0.0,0.0,0.0,C0962517_C0026848
0.0,0.0,0.0,0.0,C0962517_C0001125
0.0,0.0,0.0,0.0,C0962517_C0014544
0.0,0.0,0.0,0.0,C0962517_C0024776
0.0,0.0,0.0,0.0,C0962517_C0002066
0.0,0.0,0.0,0.0,C0962517_C0751435
0.0,0.0,0.0,0.0,C0962517_C1961835
0.0,0.0,0.0,0.0,C0962517_C0162309
0.0,0.0,0.0,0.0,C0962517_C0019147
0.0,0.0,0.0,0.0,C0962517_C0020615
0.0,0.0,0.0,0.0,C0962517_C0031485
0.0,0.0,0.0,0.0,C0962517_C0023890
0.0,0.0,0.0,0.0,C0962517_C0242422
0.0,0.0,0.0,0.0,C0962517_C0025517
0.0,0.0,0.0,0.0,C0962517_C0268542
0.0,0.0,0.0,0.0,C0962517_C0948089
0.0,0.0,0.0,0.0,C0962517_C0018802
0.0,0.0,0.0,0.0,C0962517_C1145670
0.0,0.0,0.0,0.0,C0962517_C0011860
0.0,0.0,0.0,0.0,C0962517_C1527231
0.0,0.0,0.0,0.0,C0962517_C0524851
0.0,0.0,0.0,0.0,C0962517_C0019247
0.0,0.0,0.0,0.0,C0962517_C0268490
0.0,0.0,0.0,0.0,C0962517_C0149931
0.0,0.0,0.0,0.0,C0962517_C0027126
0.0,0.0,0.0,0.0,C0962517_C1849508
0.0,0.0,0.0,0.0,C0962517_C2931688
0.0,0.0,0.0,0.0,C0962517_C0027765
0.0,0.0,0.0,0.0,C0962517_C0751434
0.0,0.0,0.0,0.0,C0962517_C0752120
0.0,0.0,0.0,0.0,C0962517_C0024408
0.0,0.0,0.0,0.0,C0962517_C0349653
0.0,0.0,0.0,0.0,C0962517_C0020541
0.0,0.0,0.0,0.0,C0962517_C0220756
0.0,0.0,0.0,0.0,C0962517_C0751436
0.0,0.0,0.0,0.0,C0962517_C0751882
0.0,0.0,0.0,0.0,C0962517_C0162671
0.0,0.0,310.23588117709625,0.0,C0962517_C0002986
0.0,0.0,0.0,0.0,C0962517_C0018790
0.0,0.0,0.0,0.0,C0962517_C0026850
0.0,0.0,0.0,0.0,C0962517_C0030567
0.0,0.0,0.0,0.0,C0962517_C0007222
0.0,0.0,0.0,0.0,C0962517_C0023895
0.0,0.0,0.0,0.0,C0962517_C0007194
0.0,0.0,0.0,0.0,C0962517_C0019151
0.0,0.0,0.0,0.0,C0962517_C0043459
0.0,0.0,0.0,0.0,C0962517_C0020179
0.0,0.0,0.0,0.0,C0962517_C0268465
0.0,0.0,0.0,0.0,C0962517_C0019880
0.0,0.0,0.0,0.0,C0962517_C0002395
0.0,0.0,0.0,0.0,C0962517_C0282528
0.0,0.0,0.0,0.0,C0962517_C0026896
0.0,0.0,0.0,0.0,C0962517_C0027051
0.0,0.0,0.0,0.0,C0962517_C0018801
0.0,0.0,0.0,0.0,C0962517_C0024117
0.0,0.0,0.0,0.0,C0962517_C0028754
0.0,0.0,0.0,0.0,C0962517_C0018799
0.0,0.0,0.0,0.0,C0962517_C0027868
0.0,0.0,0.0,0.0,C0962517_C0017205
0.0,0.0,0.0,0.0,C0962517_C5203670
0.0,0.0,0.0,0.0,C0025815_C0878773
0.0,0.0,0.0,0.0,C0025815_C0020538
0.0,0.0,0.0,0.0,C0025815_C0025521
0.0,0.0,0.0,155.11794058854812,C0025815_C0085584
0.0,0.0,0.0,0.0,C0025815_C0004238
0.0,0.0,0.0,0.0,C0025815_C0494475
0.0,0.0,0.0,0.0,C0025815_C0268579
0.0,0.0,0.0,0.0,C0025815_C0087012
0.0,0.0,0.0,0.0,C0025815_C0004096
0.0,0.0,0.0,0.0,C0025815_C0011168
0.0,0.0,0.0,0.0,C0025815_C0268250
0.0,0.0,0.0,0.0,C0025815_C0270846
0.0,0.0,0.0,0.0,C0025815_C0442874
0.0,0.0,0.0,0.0,C0025815_C0019202
0.0,0.0,0.0,0.0,C0025815_C0154246
0.0,0.0,0.0,0.0,C0025815_C0268251
0.0,0.0,0.0,0.0,C0025815_C0023521
0.0,0.0,0.0,0.0,C0025815_C0878544
0.0,0.0,0.0,0.0,C0025815_C0038454
0.0,0.0,0.0,0.0,C0025815_C0011849
0.0,0.0,0.0,0.0,C0025815_C0026848
0.0,0.0,0.0,0.0,C0025815_C0001125
0.0,0.0,0.0,0.0,C0025815_C0014544
0.0,0.0,0.0,0.0,C0025815_C0024776
0.0,0.0,0.0,0.0,C0025815_C0002066
0.0,0.0,0.0,0.0,C0025815_C0751435
0.0,0.0,0.0,0.0,C0025815_C1961835
0.0,0.0,0.0,0.0,C0025815_C0162309
0.0,0.0,155.11794058854812,0.0,C0025815_C0019147
0.0,0.0,0.0,0.0,C0025815_C0020615
0.0,0.0,0.0,0.0,C0025815_C0031485
0.0,0.0,0.0,0.0,C0025815_C0023890
0.0,0.0,0.0,0.0,C0025815_C0242422
0.0,0.0,0.0,0.0,C0025815_C0025517
0.0,0.0,0.0,0.0,C0025815_C0268542
0.0,0.0,0.0,0.0,C0025815_C0948089
0.0,0.0,0.0,0.0,C0025815_C0018802
0.0,0.0,0.0,0.0,C0025815_C1145670
0.0,0.0,0.0,0.0,C0025815_C0011860
0.0,0.0,0.0,0.0,C0025815_C1527231
0.0,0.0,0.0,0.0,C0025815_C0524851
0.0,0.0,0.0,0.0,C0025815_C0019247
0.0,0.0,0.0,0.0,C0025815_C0268490
0.0,0.0,0.0,0.0,C0025815_C0149931
0.0,0.0,155.11794058854812,155.11794058854812,C0025815_C0027126
0.0,0.0,0.0,0.0,C0025815_C1849508
0.0,0.0,0.0,155.11794058854812,C0025815_C2931688
0.0,0.0,0.0,0.0,C0025815_C0027765
0.0,0.0,0.0,0.0,C0025815_C0751434
0.0,0.0,0.0,0.0,C0025815_C0752120
0.0,0.0,0.0,0.0,C0025815_C0024408
0.0,0.0,0.0,0.0,C0025815_C0349653
0.0,0.0,0.0,0.0,C0025815_C0020541
0.0,0.0,0.0,0.0,C0025815_C0220756
0.0,0.0,0.0,0.0,C0025815_C0751436
0.0,0.0,0.0,0.0,C0025815_C0751882
0.0,0.0,0.0,0.0,C0025815_C0162671
0.0,0.0,0.0,0.0,C0025815_C0002986
0.0,0.0,0.0,0.0,C0025815_C0018790
0.0,0.0,0.0,0.0,C0025815_C0026850
0.0,0.0,0.0,0.0,C0025815_C0030567
0.0,0.0,0.0,0.0,C0025815_C0007222
0.0,0.0,0.0,0.0,C0025815_C0023895
0.0,0.0,0.0,0.0,C0025815_C0007194
0.0,0.0,155.11794058854812,0.0,C0025815_C0019151
0.0,0.0,0.0,0.0,C0025815_C0043459
0.0,0.0,0.0,0.0,C0025815_C0020179
0.0,0.0,0.0,0.0,C0025815_C0268465
0.0,0.0,0.0,0.0,C0025815_C0019880
0.0,0.0,0.0,0.0,C0025815_C0002395
0.0,0.0,0.0,0.0,C0025815_C0282528
0.0,0.0,0.0,0.0,C0025815_C0026896
0.0,0.0,0.0,0.0,C0025815_C0027051
0.0,0.0,0.0,0.0,C0025815_C0018801
0.0,0.0,0.0,0.0,C0025815_C0024117
0.0,0.0,0.0,0.0,C0025815_C0028754
0.0,0.0,0.0,0.0,C0025815_C0018799
0.0,0.0,0.0,0.0,C0025815_C0027868
0.0,0.0,0.0,0.0,C0025815_C0017205
0.0,0.0,0.0,0.0,C0025815_C5203670
0.0,0.0,0.0,0.0,C1120110_C0878773
0.0,0.0,155.11794058854812,0.0,C1120110_C0020538
0.0,0.0,0.0,0.0,C1120110_C0025521
0.0,0.0,0.0,0.0,C1120110_C0085584
0.0,0.0,0.0,0.0,C1120110_C0004238
0.0,0.0,0.0,0.0,C1120110_C0494475
0.0,0.0,0.0,0.0,C1120110_C0268579
0.0,0.0,0.0,0.0,C1120110_C0087012
0.0,0.0,0.0,0.0,C1120110_C0004096
0.0,0.0,0.0,0.0,C1120110_C0011168
0.0,0.0,0.0,0.0,C1120110_C0268250
0.0,0.0,0.0,0.0,C1120110_C0270846
0.0,0.0,0.0,0.0,C1120110_C0442874
0.0,0.0,0.0,0.0,C1120110_C0019202
0.0,0.0,0.0,0.0,C1120110_C0154246
0.0,0.0,0.0,0.0,C1120110_C0268251
0.0,0.0,0.0,0.0,C1120110_C0023521
0.0,0.0,0.0,0.0,C1120110_C0878544
0.0,0.0,155.11794058854812,0.0,C1120110_C0038454
0.0,0.0,0.0,0.0,C1120110_C0011849
0.0,0.0,0.0,0.0,C1120110_C0026848
0.0,0.0,0.0,0.0,C1120110_C0001125
0.0,0.0,0.0,0.0,C1120110_C0014544
0.0,0.0,0.0,0.0,C1120110_C0024776
0.0,0.0,0.0,0.0,C1120110_C0002066
0.0,0.0,0.0,0.0,C1120110_C0751435
0.0,0.0,0.0,0.0,C1120110_C1961835
0.0,0.0,0.0,0.0,C1120110_C0162309
0.0,0.0,0.0,0.0,C1120110_C0019147
0.0,0.0,0.0,0.0,C1120110_C0020615
0.0,0.0,0.0,0.0,C1120110_C0031485
0.0,0.0,0.0,0.0,C1120110_C0023890
0.0,0.0,0.0,0.0,C1120110_C0242422
0.0,0.0,0.0,0.0,C1120110_C0025517
0.0,0.0,0.0,0.0,C1120110_C0268542
0.0,0.0,0.0,0.0,C1120110_C0948089
0.0,0.0,155.11794058854812,0.0,C1120110_C0018802
0.0,0.0,0.0,0.0,C1120110_C1145670
0.0,0.0,155.11794058854812,0.0,C1120110_C0011860
0.0,0.0,0.0,0.0,C1120110_C1527231
0.0,0.0,0.0,0.0,C1120110_C0524851
0.0,0.0,0.0,0.0,C1120110_C0019247
0.0,0.0,0.0,0.0,C1120110_C0268490
0.0,0.0,0.0,0.0,C1120110_C0149931
0.0,0.0,0.0,0.0,C1120110_C0027126
0.0,0.0,0.0,0.0,C1120110_C1849508
0.0,0.0,0.0,0.0,C1120110_C2931688
0.0,0.0,0.0,0.0,C1120110_C0027765
0.0,0.0,0.0,0.0,C1120110_C0751434
0.0,0.0,0.0,0.0,C1120110_C0752120
0.0,0.0,0.0,0.0,C1120110_C0024408
0.0,0.0,0.0,0.0,C1120110_C0349653
0.0,0.0,0.0,0.0,C1120110_C0020541
0.0,0.0,0.0,0.0,C1120110_C0220756
0.0,0.0,0.0,0.0,C1120110_C0751436
0.0,0.0,0.0,0.0,C1120110_C0751882
0.0,0.0,0.0,0.0,C1120110_C0162671
0.0,0.0,0.0,0.0,C1120110_C0002986
0.0,0.0,0.0,0.0,C1120110_C0018790
0.0,0.0,0.0,0.0,C1120110_C0026850
0.0,0.0,0.0,0.0,C1120110_C0030567
0.0,0.0,0.0,0.0,C1120110_C0007222
0.0,0.0,0.0,0.0,C1120110_C0023895
0.0,0.0,0.0,0.0,C1120110_C0007194
0.0,0.0,0.0,0.0,C1120110_C0019151
0.0,0.0,0.0,0.0,C1120110_C0043459
0.0,0.0,0.0,0.0,C1120110_C0020179
0.0,0.0,0.0,0.0,C1120110_C0268465
0.0,0.0,0.0,0.0,C1120110_C0019880
0.0,0.0,0.0,0.0,C1120110_C0002395
0.0,0.0,0.0,0.0,C1120110_C0282528
0.0,0.0,0.0,0.0,C1120110_C0026896
0.0,0.0,0.0,0.0,C1120110_C0027051
0.0,0.0,155.11794058854812,0.0,C1120110_C0018801
0.0,0.0,0.0,0.0,C1120110_C0024117
0.0,0.0,0.0,0.0,C1120110_C0028754
0.0,0.0,0.0,0.0,C1120110_C0018799
0.0,0.0,0.0,0.0,C1120110_C0027868
0.0,0.0,0.0,0.0,C1120110_C0017205
0.0,0.0,0.0,0.0,C1120110_C5203670
0.0,0.0,0.0,0.0,C0029904_C0878773
0.0,0.0,0.0,0.0,C0029904_C0020538
0.0,0.0,0.0,0.0,C0029904_C0025521
0.0,0.0,0.0,0.0,C0029904_C0085584
0.0,0.0,0.0,0.0,C0029904_C0004238
0.0,0.0,0.0,0.0,C0029904_C0494475
0.0,0.0,0.0,0.0,C0029904_C0268579
0.0,0.0,0.0,0.0,C0029904_C0087012
0.0,0.0,0.0,0.0,C0029904_C0004096
0.0,0.0,0.0,0.0,C0029904_C0011168
0.0,0.0,0.0,0.0,C0029904_C0268250
