val@1_ori,val@1_rev,val@2_ori,val@2_rev,pair
0.0,0.0,0.0,0.0,C0038418_C0020179
0.0,0.0,0.0,0.0,C0038418_C0268465
0.0,0.0,0.0,0.0,C0038418_C0019880
0.0,0.0,0.0,0.0,C0038418_C0002395
0.0,0.0,0.0,0.0,C0038418_C0282528
0.0,0.0,0.0,0.0,C0038418_C0026896
0.0,0.0,0.0,0.0,C0038418_C0027051
0.0,0.0,0.0,0.0,C0038418_C0018801
0.0,0.0,0.0,0.0,C0038418_C0024117
0.0,0.0,0.0,0.0,C0038418_C0028754
0.0,0.0,0.0,0.0,C0038418_C0018799
0.0,0.0,0.0,0.0,C0038418_C0027868
0.0,0.0,0.0,0.0,C0038418_C0017205
0.0,0.0,0.0,0.0,C0038418_C5203670
0.0,0.0,0.0,0.0,C0055729_C0878773
0.0,0.0,0.0,0.0,C0055729_C0020538
0.0,0.0,0.0,0.0,C0055729_C0025521
0.0,0.0,0.0,0.0,C0055729_C0085584
0.0,0.0,0.0,0.0,C0055729_C0004238
0.0,0.0,0.0,0.0,C0055729_C0494475
0.0,0.0,0.0,0.0,C0055729_C0268579
0.0,0.0,0.0,0.0,C0055729_C0087012
0.0,0.0,0.0,0.0,C0055729_C0004096
0.0,0.0,0.0,0.0,C0055729_C0011168
0.0,0.0,0.0,0.0,C0055729_C0268250
0.0,0.0,0.0,0.0,C0055729_C0270846
0.0,0.0,0.0,0.0,C0055729_C0442874
0.0,0.0,0.0,0.0,C0055729_C0019202
0.0,0.0,0.0,0.0,C0055729_C0154246
0.0,0.0,0.0,0.0,C0055729_C0268251
0.0,0.0,0.0,0.0,C0055729_C0023521
0.0,0.0,0.0,0.0,C0055729_C0878544
0.0,0.0,310.23588117709625,155.11794058854812,C0055729_C0038454
0.0,0.0,0.0,0.0,C0055729_C0011849
0.0,0.0,0.0,0.0,C0055729_C0026848
0.0,0.0,0.0,0.0,C0055729_C0001125
0.0,0.0,0.0,0.0,C0055729_C0014544
0.0,0.0,0.0,0.0,C0055729_C0024776
0.0,0.0,0.0,0.0,C0055729_C0002066
0.0,0.0,0.0,0.0,C0055729_C0751435
0.0,0.0,0.0,0.0,C0055729_C1961835
0.0,0.0,0.0,0.0,C0055729_C0162309
0.0,0.0,0.0,0.0,C0055729_C0019147
0.0,0.0,0.0,0.0,C0055729_C0020615
0.0,0.0,0.0,0.0,C0055729_C0031485
0.0,0.0,0.0,0.0,C0055729_C0023890
0.0,0.0,0.0,0.0,C0055729_C0242422
0.0,0.0,0.0,0.0,C0055729_C0025517
0.0,0.0,0.0,0.0,C0055729_C0268542
0.0,0.0,0.0,0.0,C0055729_C0948089
0.0,0.0,0.0,0.0,C0055729_C0018802
0.0,0.0,0.0,0.0,C0055729_C1145670
0.0,0.0,0.0,0.0,C0055729_C0011860
0.0,0.0,0.0,0.0,C0055729_C1527231
0.0,0.0,0.0,0.0,C0055729_C0524851
0.0,0.0,0.0,0.0,C0055729_C0019247
0.0,0.0,0.0,0.0,C0055729_C0268490
0.0,0.0,0.0,0.0,C0055729_C0149931
0.0,0.0,0.0,0.0,C0055729_C0027126
0.0,0.0,0.0,0.0,C0055729_C1849508
0.0,0.0,0.0,0.0,C0055729_C2931688
0.0,0.0,0.0,0.0,C0055729_C0027765
0.0,0.0,0.0,0.0,C0055729_C0751434
0.0,0.0,0.0,0.0,C0055729_C0752120
0.0,0.0,0.0,0.0,C0055729_C0024408
0.0,0.0,0.0,0.0,C0055729_C0349653
0.0,0.0,0.0,0.0,C0055729_C0020541
0.0,0.0,0.0,0.0,C0055729_C0220756
0.0,0.0,0.0,0.0,C0055729_C0751436
0.0,0.0,0.0,0.0,C0055729_C0751882
0.0,0.0,0.0,0.0,C0055729_C0162671
0.0,0.0,0.0,0.0,C0055729_C0002986
0.0,0.0,0.0,0.0,C0055729_C0018790
0.0,0.0,0.0,0.0,C0055729_C0026850
0.0,0.0,0.0,0.0,C0055729_C0030567
0.0,0.0,155.11794058854812,0.0,C0055729_C0007222
0.0,0.0,0.0,0.0,C0055729_C0023895
0.0,0.0,0.0,0.0,C0055729_C0007194
0.0,0.0,0.0,0.0,C0055729_C0019151
0.0,0.0,0.0,0.0,C0055729_C0043459
0.0,0.0,0.0,0.0,C0055729_C0020179
0.0,0.0,0.0,0.0,C0055729_C0268465
0.0,0.0,0.0,0.0,C0055729_C0019880
0.0,0.0,155.11794058854812,155.11794058854812,C0055729_C0002395
0.0,0.0,0.0,0.0,C0055729_C0282528
0.0,0.0,0.0,0.0,C0055729_C0026896
0.0,0.0,155.11794058854812,0.0,C0055729_C0027051
0.0,0.0,0.0,0.0,C0055729_C0018801
0.0,0.0,0.0,0.0,C0055729_C0024117
0.0,0.0,0.0,0.0,C0055729_C0028754
0.0,0.0,0.0,0.0,C0055729_C0018799
0.0,0.0,0.0,0.0,C0055729_C0027868
0.0,0.0,0.0,0.0,C0055729_C0017205
0.0,0.0,0.0,0.0,C0055729_C5203670
0.0,0.0,0.0,0.0,C1142933_C0878773
0.0,0.0,0.0,0.0,C1142933_C0020538
0.0,0.0,0.0,0.0,C1142933_C0025521
0.0,0.0,0.0,0.0,C1142933_C0085584
0.0,0.0,0.0,0.0,C1142933_C0004238
0.0,0.0,155.11794058854812,0.0,C1142933_C0494475
0.0,0.0,0.0,0.0,C1142933_C0268579
0.0,0.0,0.0,0.0,C1142933_C0087012
0.0,0.0,0.0,0.0,C1142933_C0004096
0.0,0.0,0.0,0.0,C1142933_C0011168
0.0,0.0,0.0,0.0,C1142933_C0268250
0.0,0.0,155.11794058854812,0.0,C1142933_C0270846
0.0,0.0,0.0,0.0,C1142933_C0442874
0.0,0.0,0.0,0.0,C1142933_C0019202
0.0,0.0,0.0,0.0,C1142933_C0154246
0.0,0.0,0.0,0.0,C1142933_C0268251
0.0,0.0,0.0,0.0,C1142933_C0023521
0.0,0.0,0.0,0.0,C1142933_C0878544
0.0,0.0,0.0,0.0,C1142933_C0038454
0.0,0.0,155.11794058854812,0.0,C1142933_C0011849
0.0,0.0,0.0,0.0,C1142933_C0026848
0.0,0.0,0.0,0.0,C1142933_C0001125
0.0,0.0,0.0,310.23588117709625,C1142933_C0014544
0.0,0.0,0.0,0.0,C1142933_C0024776
0.0,0.0,0.0,0.0,C1142933_C0002066
0.0,0.0,0.0,0.0,C1142933_C0751435
0.0,0.0,0.0,0.0,C1142933_C1961835
0.0,0.0,0.0,0.0,C1142933_C0162309
0.0,0.0,0.0,0.0,C1142933_C0019147
0.0,0.0,0.0,0.0,C1142933_C0020615
0.0,0.0,0.0,0.0,C1142933_C0031485
0.0,0.0,562.7151109624499,0.0,C1142933_C0023890
0.0,0.0,0.0,0.0,C1142933_C0242422
0.0,0.0,155.11794058854812,155.11794058854812,C1142933_C0025517
0.0,0.0,0.0,0.0,C1142933_C0268542
0.0,0.0,0.0,0.0,C1142933_C0948089
0.0,0.0,0.0,0.0,C1142933_C0018802
0.0,0.0,0.0,0.0,C1142933_C1145670
0.0,0.0,423.85493122260584,155.11794058854812,C1142933_C0011860
0.0,0.0,0.0,0.0,C1142933_C1527231
0.0,0.0,138.8601797398441,0.0,C1142933_C0524851
0.0,0.0,0.0,0.0,C1142933_C0019247
0.0,0.0,0.0,0.0,C1142933_C0268490
0.0,0.0,0.0,0.0,C1142933_C0149931
0.0,0.0,0.0,0.0,C1142933_C0027126
0.0,0.0,0.0,0.0,C1142933_C1849508
0.0,0.0,0.0,0.0,C1142933_C2931688
0.0,0.0,0.0,0.0,C1142933_C0027765
0.0,0.0,0.0,0.0,C1142933_C0751434
0.0,0.0,0.0,0.0,C1142933_C0752120
0.0,0.0,0.0,0.0,C1142933_C0024408
0.0,0.0,0.0,0.0,C1142933_C0349653
0.0,0.0,0.0,0.0,C1142933_C0020541
0.0,0.0,0.0,0.0,C1142933_C0220756
0.0,0.0,0.0,0.0,C1142933_C0751436
0.0,0.0,0.0,0.0,C1142933_C0751882
0.0,0.0,0.0,0.0,C1142933_C0162671
0.0,0.0,0.0,0.0,C1142933_C0002986
0.0,0.0,0.0,0.0,C1142933_C0018790
0.0,0.0,0.0,0.0,C1142933_C0026850
0.0,0.0,0.0,0.0,C1142933_C0030567
0.0,0.0,123.10548149980423,0.0,C1142933_C0007222
0.0,0.0,0.0,0.0,C1142933_C0023895
0.0,0.0,0.0,0.0,C1142933_C0007194
0.0,0.0,0.0,0.0,C1142933_C0019151
0.0,0.0,0.0,0.0,C1142933_C0043459
0.0,0.0,268.7369906340577,0.0,C1142933_C0020179
0.0,0.0,0.0,0.0,C1142933_C0268465
0.0,0.0,0.0,0.0,C1142933_C0019880
0.0,0.0,123.0229084629499,0.0,C1142933_C0002395
0.0,0.0,0.0,0.0,C1142933_C0282528
0.0,0.0,0.0,0.0,C1142933_C0026896
0.0,0.0,0.0,0.0,C1142933_C0027051
0.0,0.0,0.0,0.0,C1142933_C0018801
0.0,0.0,0.0,0.0,C1142933_C0024117
0.0,0.0,1000.8191029689581,155.11794058854812,C1142933_C0028754
0.0,0.0,0.0,0.0,C1142933_C0018799
0.0,0.0,0.0,0.0,C1142933_C0027868
0.0,0.0,0.0,0.0,C1142933_C0017205
0.0,0.0,0.0,0.0,C1142933_C5203670
0.0,0.0,0.0,0.0,C0052796_C0878773
0.0,0.0,0.0,0.0,C0052796_C0020538
0.0,0.0,0.0,0.0,C0052796_C0025521
0.0,0.0,0.0,0.0,C0052796_C0085584
0.0,0.0,0.0,0.0,C0052796_C0004238
0.0,0.0,0.0,0.0,C0052796_C0494475
0.0,0.0,0.0,0.0,C0052796_C0268579
0.0,0.0,0.0,0.0,C0052796_C0087012
0.0,0.0,155.11794058854812,0.0,C0052796_C0004096
0.0,0.0,0.0,0.0,C0052796_C0011168
0.0,0.0,0.0,0.0,C0052796_C0268250
0.0,0.0,0.0,0.0,C0052796_C0270846
0.0,0.0,0.0,0.0,C0052796_C0442874
0.0,0.0,0.0,0.0,C0052796_C0019202
0.0,0.0,0.0,0.0,C0052796_C0154246
0.0,0.0,0.0,0.0,C0052796_C0268251
0.0,0.0,0.0,0.0,C0052796_C0023521
0.0,0.0,0.0,0.0,C0052796_C0878544
0.0,0.0,0.0,0.0,C0052796_C0038454
0.0,0.0,0.0,0.0,C0052796_C0011849
0.0,0.0,0.0,0.0,C0052796_C0026848
0.0,0.0,0.0,0.0,C0052796_C0001125
0.0,0.0,0.0,0.0,C0052796_C0014544
0.0,0.0,0.0,0.0,C0052796_C0024776
0.0,0.0,0.0,0.0,C0052796_C0002066
0.0,0.0,0.0,0.0,C0052796_C0751435
0.0,0.0,0.0,0.0,C0052796_C1961835
0.0,0.0,0.0,0.0,C0052796_C0162309
0.0,0.0,0.0,0.0,C0052796_C0019147
0.0,0.0,0.0,0.0,C0052796_C0020615
0.0,0.0,0.0,0.0,C0052796_C0031485
0.0,0.0,0.0,0.0,C0052796_C0023890
0.0,0.0,0.0,0.0,C0052796_C0242422
0.0,0.0,0.0,0.0,C0052796_C0025517
0.0,0.0,0.0,0.0,C0052796_C0268542
0.0,0.0,0.0,0.0,C0052796_C0948089
0.0,0.0,0.0,0.0,C0052796_C0018802
0.0,0.0,0.0,0.0,C0052796_C1145670
0.0,0.0,0.0,0.0,C0052796_C0011860
0.0,0.0,0.0,0.0,C0052796_C1527231
0.0,0.0,0.0,0.0,C0052796_C0524851
0.0,0.0,0.0,0.0,C0052796_C0019247
0.0,0.0,0.0,0.0,C0052796_C0268490
0.0,0.0,0.0,0.0,C0052796_C0149931
0.0,0.0,155.11794058854812,0.0,C0052796_C0027126
0.0,0.0,0.0,0.0,C0052796_C1849508
0.0,0.0,0.0,0.0,C0052796_C2931688
0.0,0.0,0.0,0.0,C0052796_C0027765
0.0,0.0,0.0,0.0,C0052796_C0751434
0.0,0.0,0.0,0.0,C0052796_C0752120
0.0,0.0,0.0,0.0,C0052796_C0024408
0.0,0.0,0.0,0.0,C0052796_C0349653
0.0,0.0,0.0,0.0,C0052796_C0020541
0.0,0.0,0.0,0.0,C0052796_C0220756
0.0,0.0,0.0,0.0,C0052796_C0751436
0.0,0.0,0.0,0.0,C0052796_C0751882
0.0,0.0,0.0,0.0,C0052796_C0162671
0.0,0.0,0.0,0.0,C0052796_C0002986
0.0,0.0,0.0,0.0,C0052796_C0018790
0.0,0.0,0.0,0.0,C0052796_C0026850
0.0,0.0,0.0,0.0,C0052796_C0030567
0.0,0.0,0.0,0.0,C0052796_C0007222
0.0,0.0,0.0,0.0,C0052796_C0023895
0.0,0.0,0.0,0.0,C0052796_C0007194
0.0,0.0,0.0,0.0,C0052796_C0019151
0.0,0.0,0.0,0.0,C0052796_C0043459
0.0,0.0,0.0,0.0,C0052796_C0020179
0.0,0.0,0.0,0.0,C0052796_C0268465
0.0,0.0,0.0,0.0,C0052796_C0019880
0.0,0.0,0.0,0.0,C0052796_C0002395
0.0,0.0,0.0,0.0,C0052796_C0282528
0.0,0.0,0.0,0.0,C0052796_C0026896
0.0,0.0,0.0,0.0,C0052796_C0027051
0.0,0.0,0.0,0.0,C0052796_C0018801
0.0,0.0,155.11794058854812,0.0,C0052796_C0024117
0.0,0.0,0.0,0.0,C0052796_C0028754
0.0,0.0,155.11794058854812,0.0,C0052796_C0018799
0.0,0.0,0.0,0.0,C0052796_C0027868
0.0,0.0,0.0,0.0,C0052796_C0017205
0.0,0.0,0.0,0.0,C0052796_C5203670
0.0,0.0,0.0,0.0,C0017887_C0878773
0.0,0.0,0.0,0.0,C0017887_C0020538
0.0,0.0,0.0,0.0,C0017887_C0025521
0.0,0.0,0.0,0.0,C0017887_C0085584
0.0,0.0,0.0,0.0,C0017887_C0004238
0.0,0.0,0.0,0.0,C0017887_C0494475
0.0,0.0,0.0,0.0,C0017887_C0268579
0.0,0.0,0.0,0.0,C0017887_C0087012
0.0,0.0,0.0,0.0,C0017887_C0004096
0.0,0.0,0.0,0.0,C0017887_C0011168
0.0,0.0,0.0,0.0,C0017887_C0268250
0.0,0.0,0.0,0.0,C0017887_C0270846
0.0,0.0,0.0,0.0,C0017887_C0442874
0.0,0.0,0.0,0.0,C0017887_C0019202
0.0,0.0,0.0,0.0,C0017887_C0154246
0.0,0.0,0.0,0.0,C0017887_C0268251
0.0,0.0,0.0,0.0,C0017887_C0023521
0.0,0.0,155.11794058854812,0.0,C0017887_C0878544
0.0,0.0,0.0,155.11794058854812,C0017887_C0038454
0.0,0.0,0.0,0.0,C0017887_C0011849
0.0,0.0,0.0,0.0,C0017887_C0026848
0.0,0.0,0.0,0.0,C0017887_C0001125
0.0,0.0,0.0,0.0,C0017887_C0014544
0.0,0.0,0.0,0.0,C0017887_C0024776
0.0,0.0,0.0,0.0,C0017887_C0002066
0.0,0.0,0.0,0.0,C0017887_C0751435
0.0,0.0,0.0,0.0,C0017887_C1961835
0.0,0.0,0.0,0.0,C0017887_C0162309
0.0,0.0,0.0,0.0,C0017887_C0019147
0.0,0.0,0.0,0.0,C0017887_C0020615
0.0,0.0,0.0,0.0,C0017887_C0031485
0.0,0.0,0.0,0.0,C0017887_C0023890
0.0,0.0,0.0,0.0,C0017887_C0242422
0.0,0.0,0.0,0.0,C0017887_C0025517
0.0,0.0,0.0,0.0,C0017887_C0268542
0.0,0.0,0.0,0.0,C0017887_C0948089
0.0,0.0,155.11794058854812,0.0,C0017887_C0018802
0.0,0.0,0.0,0.0,C0017887_C1145670
0.0,0.0,155.11794058854812,0.0,C0017887_C0011860
0.0,0.0,0.0,0.0,C0017887_C1527231
0.0,0.0,0.0,0.0,C0017887_C0524851
0.0,0.0,0.0,0.0,C0017887_C0019247
0.0,0.0,0.0,0.0,C0017887_C0268490
0.0,0.0,155.11794058854812,0.0,C0017887_C0149931
0.0,0.0,155.11794058854812,0.0,C0017887_C0027126
0.0,0.0,0.0,0.0,C0017887_C1849508
0.0,0.0,0.0,0.0,C0017887_C2931688
0.0,0.0,0.0,0.0,C0017887_C0027765
0.0,0.0,0.0,0.0,C0017887_C0751434
0.0,0.0,0.0,0.0,C0017887_C0752120
0.0,0.0,0.0,0.0,C0017887_C0024408
0.0,0.0,0.0,0.0,C0017887_C0349653
0.0,0.0,0.0,0.0,C0017887_C0020541
0.0,0.0,0.0,0.0,C0017887_C0220756
0.0,0.0,0.0,0.0,C0017887_C0751436
0.0,0.0,0.0,0.0,C0017887_C0751882
0.0,0.0,0.0,0.0,C0017887_C0162671
0.0,0.0,0.0,0.0,C0017887_C0002986
0.0,0.0,0.0,0.0,C0017887_C0018790
0.0,0.0,0.0,0.0,C0017887_C0026850
0.0,0.0,0.0,0.0,C0017887_C0030567
0.0,0.0,0.0,0.0,C0017887_C0007222
0.0,0.0,0.0,0.0,C0017887_C0023895
0.0,0.0,0.0,0.0,C0017887_C0007194
0.0,0.0,0.0,0.0,C0017887_C0019151
0.0,0.0,0.0,0.0,C0017887_C0043459
0.0,0.0,0.0,0.0,C0017887_C0020179
0.0,0.0,0.0,0.0,C0017887_C0268465
0.0,0.0,0.0,0.0,C0017887_C0019880
0.0,0.0,0.0,0.0,C0017887_C0002395
0.0,0.0,0.0,0.0,C0017887_C0282528
0.0,0.0,0.0,0.0,C0017887_C0026896
0.0,0.0,0.0,0.0,C0017887_C0027051
0.0,0.0,155.11794058854812,0.0,C0017887_C0018801
0.0,0.0,0.0,0.0,C0017887_C0024117
0.0,0.0,0.0,0.0,C0017887_C0028754
0.0,0.0,0.0,0.0,C0017887_C0018799
0.0,0.0,0.0,0.0,C0017887_C0027868
0.0,0.0,0.0,0.0,C0017887_C0017205
0.0,0.0,0.0,0.0,C0017887_C5203670
0.0,0.0,0.0,0.0,C0030095_C0878773
0.0,0.0,0.0,155.910506607019,C0030095_C0020538
0.0,0.0,0.0,0.0,C0030095_C0025521
0.0,0.0,0.0,0.0,C0030095_C0085584
0.0,0.0,0.0,0.0,C0030095_C0004238
0.0,0.0,155.11794058854812,0.0,C0030095_C0494475
0.0,0.0,0.0,0.0,C0030095_C0268579
0.0,0.0,0.0,0.0,C0030095_C0087012
0.0,0.0,0.0,155.910506607019,C0030095_C0004096
0.0,0.0,0.0,0.0,C0030095_C0011168
0.0,0.0,0.0,0.0,C0030095_C0268250
0.0,0.0,155.11794058854812,0.0,C0030095_C0270846
0.0,0.0,0.0,153.72417312168434,C0030095_C0442874
0.0,0.0,0.0,0.0,C0030095_C0019202
0.0,0.0,0.0,0.0,C0030095_C0154246
0.0,0.0,0.0,0.0,C0030095_C0268251
0.0,0.0,0.0,0.0,C0030095_C0023521
0.0,0.0,0.0,0.0,C0030095_C0878544
0.0,0.0,0.0,155.910506607019,C0030095_C0038454
0.0,0.0,0.0,0.0,C0030095_C0011849
0.0,0.0,0.0,153.72417312168434,C0030095_C0026848
0.0,0.0,0.0,0.0,C0030095_C0001125
0.0,0.0,0.0,155.11794058854812,C0030095_C0014544
0.0,0.0,0.0,0.0,C0030095_C0024776
0.0,0.0,0.0,0.0,C0030095_C0002066
0.0,0.0,0.0,0.0,C0030095_C0751435
0.0,0.0,0.0,0.0,C0030095_C1961835
0.0,0.0,0.0,0.0,C0030095_C0162309
0.0,0.0,0.0,0.0,C0030095_C0019147
0.0,0.0,0.0,0.0,C0030095_C0020615
0.0,0.0,0.0,0.0,C0030095_C0031485
0.0,0.0,0.0,0.0,C0030095_C0023890
0.0,0.0,0.0,0.0,C0030095_C0242422
0.0,0.0,0.0,153.72417312168434,C0030095_C0025517
0.0,0.0,0.0,0.0,C0030095_C0268542
0.0,0.0,0.0,0.0,C0030095_C0948089
0.0,0.0,0.0,0.0,C0030095_C0018802
0.0,0.0,0.0,0.0,C0030095_C1145670
0.0,0.0,0.0,0.0,C0030095_C0011860
0.0,0.0,0.0,0.0,C0030095_C1527231
0.0,0.0,124.57624150936707,0.0,C0030095_C0524851
0.0,0.0,0.0,308.84211371023247,C0030095_C0019247
0.0,0.0,0.0,0.0,C0030095_C0268490
0.0,0.0,155.11794058854812,0.0,C0030095_C0149931
0.0,0.0,0.0,0.0,C0030095_C0027126
0.0,0.0,0.0,0.0,C0030095_C1849508
0.0,0.0,0.0,0.0,C0030095_C2931688
0.0,0.0,0.0,0.0,C0030095_C0027765
0.0,0.0,0.0,0.0,C0030095_C0751434
0.0,0.0,0.0,0.0,C0030095_C0752120
0.0,0.0,0.0,0.0,C0030095_C0024408
0.0,0.0,0.0,0.0,C0030095_C0349653
0.0,0.0,0.0,0.0,C0030095_C0020541
0.0,0.0,0.0,0.0,C0030095_C0220756
0.0,0.0,0.0,0.0,C0030095_C0751436
0.0,0.0,0.0,0.0,C0030095_C0751882
0.0,0.0,0.0,0.0,C0030095_C0162671
0.0,0.0,0.0,0.0,C0030095_C0002986
0.0,0.0,0.0,0.0,C0030095_C0018790
0.0,0.0,0.0,0.0,C0030095_C0026850
0.0,0.0,134.8440593499507,164.85854778031015,C0030095_C0030567
0.0,0.0,0.0,155.910506607019,C0030095_C0007222
0.0,0.0,0.0,0.0,C0030095_C0023895
0.0,0.0,0.0,0.0,C0030095_C0007194
0.0,0.0,0.0,0.0,C0030095_C0019151
0.0,0.0,0.0,0.0,C0030095_C0043459
0.0,0.0,0.0,0.0,C0030095_C0020179
0.0,0.0,0.0,0.0,C0030095_C0268465
0.0,0.0,0.0,0.0,C0030095_C0019880
0.0,0.0,129.87681089421352,155.910506607019,C0030095_C0002395
0.0,0.0,0.0,0.0,C0030095_C0282528
0.0,0.0,0.0,0.0,C0030095_C0026896
0.0,0.0,0.0,0.0,C0030095_C0027051
0.0,0.0,0.0,0.0,C0030095_C0018801
0.0,0.0,0.0,155.910506607019,C0030095_C0024117
0.0,0.0,0.0,0.0,C0030095_C0028754
0.0,0.0,0.0,0.0,C0030095_C0018799
0.0,0.0,0.0,0.0,C0030095_C0027868
0.0,0.0,0.0,0.0,C0030095_C0017205
0.0,0.0,0.0,0.0,C0030095_C5203670
0.0,0.0,0.0,0.0,C0034414_C0878773
0.0,0.0,0.0,0.0,C0034414_C0020538
0.0,0.0,0.0,0.0,C0034414_C0025521
0.0,0.0,0.0,0.0,C0034414_C0085584
0.0,0.0,0.0,0.0,C0034414_C0004238
0.0,0.0,0.0,0.0,C0034414_C0494475
0.0,0.0,0.0,0.0,C0034414_C0268579
0.0,0.0,0.0,0.0,C0034414_C0087012
0.0,0.0,0.0,0.0,C0034414_C0004096
0.0,0.0,0.0,0.0,C0034414_C0011168
0.0,0.0,0.0,0.0,C0034414_C0268250
0.0,0.0,0.0,0.0,C0034414_C0270846
0.0,0.0,0.0,0.0,C0034414_C0442874
0.0,0.0,0.0,0.0,C0034414_C0019202
0.0,0.0,0.0,0.0,C0034414_C0154246
0.0,0.0,0.0,0.0,C0034414_C0268251
0.0,0.0,0.0,0.0,C0034414_C0023521
0.0,0.0,0.0,0.0,C0034414_C0878544
0.0,0.0,0.0,0.0,C0034414_C0038454
0.0,0.0,0.0,0.0,C0034414_C0011849
0.0,0.0,0.0,155.11794058854812,C0034414_C0026848
0.0,0.0,0.0,0.0,C0034414_C0001125
0.0,0.0,0.0,0.0,C0034414_C0014544
0.0,0.0,0.0,0.0,C0034414_C0024776
0.0,0.0,0.0,0.0,C0034414_C0002066
0.0,0.0,0.0,0.0,C0034414_C0751435
0.0,0.0,0.0,0.0,C0034414_C1961835
0.0,0.0,0.0,0.0,C0034414_C0162309
0.0,0.0,0.0,0.0,C0034414_C0019147
0.0,0.0,0.0,0.0,C0034414_C0020615
0.0,0.0,0.0,0.0,C0034414_C0031485
0.0,0.0,0.0,0.0,C0034414_C0023890
0.0,0.0,0.0,0.0,C0034414_C0242422
0.0,0.0,0.0,0.0,C0034414_C0025517
0.0,0.0,0.0,0.0,C0034414_C0268542
0.0,0.0,0.0,0.0,C0034414_C0948089
0.0,0.0,0.0,0.0,C0034414_C0018802
0.0,0.0,0.0,0.0,C0034414_C1145670
0.0,0.0,0.0,0.0,C0034414_C0011860
0.0,0.0,0.0,0.0,C0034414_C1527231
0.0,0.0,0.0,0.0,C0034414_C0524851
0.0,0.0,0.0,0.0,C0034414_C0019247
0.0,0.0,0.0,0.0,C0034414_C0268490
0.0,0.0,0.0,0.0,C0034414_C0149931
0.0,0.0,155.11794058854812,310.23588117709625,C0034414_C0027126
0.0,0.0,0.0,0.0,C0034414_C1849508
0.0,0.0,0.0,0.0,C0034414_C2931688
