C0008377
C0014912
C0291216
C0068788
C0054015
C0017718
C4547051
C0053526
C0011522
C0068711
C0036002
C0116569
C0376160
C0024027
C0005308
C1137427
C0017861
C0085174
C0016225
C1101838
C0033294
C0025684
C0059438
C0022949
C2933824
C0069717
C0031495
C0128232
C0066677
C0904505
C4508906
C0063041
C0699278
C0246904
C0033209
C0090306
C0213771
C3529928
C0025810
C0018304
C0007018
C0041023
C1138235
C4301236
C2974521
C0073379
C0001047
C0009170
C3657549
C0020411
C0030123
C0123091
C0728747
C2825616
C0054672
C0038779
C0041030
C0020336
C0163557
C0006699
C0025815
C0015091
C0085170
C0055856
C0013089
C0103045
C0700189
C0178487
C0028833
C0043603
C0531483
C3645709
C0002333
C0292818
C0064636
C0101334
C2827093
C0700580
C0016016
C0016367
C0142825
C0038148
C0772024
C3885614
C0055775
C0039771
C0937858
C0048038
C2608060
C0008809
C1176308
C0146224
C0041038
C0971637
C0041485
C0526469
C3886623
C0024706
C0066621
C3818757
C4519232
C0108092
C3660996
C0002598
C0000975
C0004320
C0076110
C0078752
C3493648
C0031448
C0029112
C0040207
C0019476
C1101148
C0025241
C0069751
C0043474
C0008161
C0040805
C0120446
C0030071
C0055819
C0011185
C3179547
C0148405
C0069766
C0022209
C0162357
C1099677
C0012291
C0733758
C0076612
C0008294
C0009014
C0389169
C0039245
C0061516
C0040976
C0072186
C0878528
C0377265
C0060926
C0078844
C0033215
C0005117
C1721377
C0063757
C2825457
C0527189
C0071129
C0051150
C0012582
C0070122
C0028458
C0041041
C3886388
C1880207
C0289313
C2719424
C0025859
C0015846
C0012702
C0054252
C0015011
C0034330
C0170531
C0014025
C0167117
C0052796
C1743502
C0085173
C1999375
C0907722
C0076189
C0012586
C3657270
C0913469
C0145185
C1565316
C0040123
C0209210
C0028128
C2934030
C0076080
C0085994
C1565750
C0061851
C0040180
C0205687
C0082607
C2743752
C0055723
C0036773
C0058188
C0039286
C2698764
C0165032
C0031978
C0077089
C0288171
C0245109
C0007267
C1958126
C0043606
C0036442
C4505936
C0040610
C0022230
C1122087
C0056301
C0013092
C0030883
C1705480
C0039925
C0072225
C5139827
C0049482
C0027373
C4682401
C0022092
C0072980
C1707080
C2975395
C4519194
C0081876
C0073371
C0052944
C0118168
C5139676
C0025853
C1527262
C0036720
C0073561
C0027368
C1176316
C0022860
C0018318
C0061202
C0032912
C1313616
C0173083
C0795635
C0057258
C4519126
C0007012
C0002645
C0021978
C1707079
C0043047
C0034665
C0050393
C1620287
C0023791
C0054201
C0012125
C0053396
C0304925
C0209337
C0907850
C0011685
C1610768
C1120106
C0002268
C1377670
C0047845
C0025638
C0027235
C2981330
C0006462
C0049065
C0043832
C0220578
C4033447
C0025644
C1096766
C0055147
C0025741
C1571583
C0965594
C0298130
C0074554
C0025681
C0006992
C0070694
C0379135
C0022487
C0068397
C0068700
C2930764
C0068333
C2825462
C0035527
C0078442
C0033743
C0075783
C3817397
C0016343
C0302920
C0281351
C0244821
C0054616
C0699601
C0036579
C0026056
C0284941
C0042646
C0042291
C0028017
C0032952
C1174893
C0117996
C0281398
C3281328
C0022245
C0025368
C4079582
C0033399
C1739768
C2003424
C0030827
C5139806
C0064870
C0163151
C4048232
C5139692
C1880288
C0015131
C0016745
C0065185
C3253985
C1831808
C0893761
C0030304
C1667052
C0016368
C2936870
C0102118
C0043328
C3490348
C0663241
C0072973
C0062922
C0065331
C0022174
C0005740
C0023401
C0050063
C0016410
C2983812
C0076107
C0028126
C3814772
C0080356
C0016293
C0039350
C0132326
C0002502
C0076840
C0083701
C0039294
C0031444
C0007561
C2986924
C0023749
C0025678
C0076959
C0006865
C0210403
C0043031
C0537147
C0031855
C1956225
C0030858
C0025242
C0030520
C0016778
C0249529
C4310464
C4055109
C0005320
C0600611
C4490035
C0014479
C0006863
C0017628
C0048897
C0674432
C0021547
C4305843
C1101322
C0072591
C0015620
C0005578
C0000946
C0020316
C0032896
C0024778
C0085542
C0282774
C0076286
C0286592
C0045093
C0056331
C0054312
C0004482
C0008024
C0006945
C0063340
C0023992
C0296800
C5139823
C0009074
C0020818
C0001443
C1506802
C2348066
C0143993
C0059865
C0022237
C0066005
C0064494
C0060501
C0015840
C0085721
C0041980
C0018880
C0037494
C0012081
C0675974
C0036071
C0754188
C0031979
C0008742
C0085208
C0001962
C0012522
C1289957
C0022026
C0103306
C3661274
C0020404
C0002335
C0052762
C1142933
C0012010
C0004234
C0013340
C0028426
C0095278
C0008947
C0290883
C0246415
C0028008
C4055478
C0042665
C4547933
C0076836
C0011479
C1566537
C4058811
C0031957
C3273401
C0012381
C0257343
C0037167
C0114873
C0006949
C0014485
C0028005
C0038803
C0037659
C0072802
C0040374
C2713074
C0035750
C0393022
C0061078
C0033229
C0058978
C0034403
C0003380
C0534301
C0078774
C0145663
C0012525
C0028096
C0067889
C0087163
C0017687
C0006463
C0913506
C0524770
C0022625
C2930696
C1958612
C0041031
C1699861
C0017440
C0011892
C4048284
C0069805
C0039855
C0006050
C0029997
C0079460
C0246330
C0034131
C0006686
C1508759
C0073480
C0002575
C0071098
C0008783
C0138666
C0032254
C0016375
C2699999
C0040958
C0028460
C0039623
C0073096
C0066673
C0040077
C1831731
C0041175
C0002059
C0178638
C0068897
C0905464
C0123163
C0035976
C1871407
C0670282
C0020261
C0025646
C0072916
C0014963
C0039736
C0078847
C0004609
C0012066
C0026400
C0065688
C1998098
C2828282
C0017797
C0041014
C0969589
C0006712
C0009011
C0021756
C0015827
C0536128
C1706105
C2933912
C0016377
C0378482
C0961485
C0009010
C0052430
C0060440
C0220839
C0016229
C0050559
C0011701
C1695579
C0042071
C0083031
C0039663
C0022005
C0019602
C0006675
C0600203
C0077025
C0010294
C0017817
C0012471
C2606129
C0021968
C0002679
C0031935
C2364481
C0041056
C0674428
C1122962
C0013030
C0011816
C1567753
C0248719
C0023863
C1135764
C2349941
C0020223
C0022635
C0031634
C0058762
C0033148
C0025760
C0038745
C0009008
C0289779
C0215087
C0052080
C0042670
C0042010
C0038689
C0146011
C3489899
C0033218
C0024476
C0056732
C0047625
C1619962
C0034282
C0001927
C0281466
C3852684
C0034392
C0032483
C0383429
C0876716
C0033497
C0540623
C0028193
C0030817
C0060520
C0937846
C0525227
C0063327
C0025942
C0030557
C2000088
C0935989
C1176309
C0041098
C0531104
C0058903
C0771375
C0002555
C0138038
C0039629
C0006230
C0031392
C4082435
C0013254
C0000378
C2713560
C0053774
C0001480
C2983838
C1436328
C0085272
C0030049
C0673966
C0299792
C1453933
C0128513
C0016006
C0754647
C0020934
C0035661
C0048044
C0012373
C0016388
C0005098
C0040815
C1516119
C0012498
C0000983
C0020823
C0671970
C0055443
C0034414
C0050451
C0073081
C0007009
C0039542
C0724441
C0063322
C0046948
C0030863
C0065175
C0074414
C1451502
C2001572
C0008838
C0702211
C0051871
C0754022
C0010725
C0016895
C0022322
C0064263
C1691209
C0031862
C5139717
C0033228
C0034417
C0085154
C0034917
C0764105
C0040879
C2699757
C2987417
C0002403
C0022176
C0026088
C0016366
C0009262
C0137996
C2983924
C0017054
C0026078
C0030576
C0033124
C2699167
C1722267
C0041479
C3178487
C0000970
C3661282
C1700695
C1700683
C0012324
C2935436
C0077857
C0033254
C0673093
C0014310
C0033216
C0887557
C1871526
C0071778
C4317116
C0014927
C0038880
C0033511
C4277781
C0002641
C0006405
C0002334
C0066700
C0073633
C1957295
C0015018
C0003641
C4529301
C2719767
C0053114
C0006711
C2604745
C0076652
C0056077
C0006213
C0252643
C1872203
C2982078
C0035608
C0038686
C2346970
C2001271
C0016157
C1098261
C0034261
C0086444
C3854019
C3255108
C1609861
C0016296
C0004015
C0006976
C0527379
C1506770
C0026187
C0005041
C0053530
C0034272
C0008864
C3179470
C0206008
C0022265
C0068395
C3711911
C0172827
C0086123
C0065864
C0074770
C0012460
C0968887
C0041345
C0065832
C0055568
C0051200
C0085176
C4287766
C0025033
C3272698
C2934193
C0039468
C2717561
C0057144
C0071808
C0069964
C0043369
C0084707
C1318649
C0028066
C0047506
C0076829
C0162745
C4310578
C0672708
C0126791
C0039644
C0033850
C0667089
C1100924
C0041942
C1541483
C0142785
C0024547
C0041984
C3179523
C0245561
C0068475
C0013015
C0018549
C0178793
C0065295
C0258258
C0030032
C1609165
C0014277
C0070570
C0075632
C1099477
C0041009
C0026549
C1609931
C1872109
C0024477
C0673470
C0005330
C0054836
C0020306
C4548848
C4325235
C0012390
C0074722
C0014822
C0028027
C2698220
C0057257
C0526950
C0528166
C0030040
C0113293
C0001888
C0016673
C0020740
C0054034
C0003765
C0021528
C0023660
C0010934
C0041190
C0008296
C0892779
C0010583
C0043822
C0033223
C0028040
C2746078
C0249582
C0025376
C0030350
C2983799
C0525678
C0027360
C0021246
C0025039
C0887117
C0001457
C0054196
C0000608
C0030092
C0125903
C0085217
C0025887
C0021665
C0008932
C0063242
C0144576
C0025219
C0073374
C0965618
C0006644
C0016360
C0060180
C0054173
C0287983
C0031962
C0017066
C0061179
C0013090
C0058218
C0061863
C0209738
C0031412
C0022957
C0006491
C0001040
C0082384
C0074393
C4519199
C0006051
C0138037
C0883242
C0040613
C0023413
C0062961
C0006657
C0077144
C0015133
C0168273
C0244033
C0075429
C0028420
C0062068
C0063252
C0015043
C0025677
C0073571
C0530684
C0035525
C0040165
C0029995
C0003420
C0541315
C1610414
C0246631
C0014563
C4082752
C0041964
C0702049
C2347556
C0529351
C1619966
C0029277
C2919267
C0038633
C4291381
C0164200
C0040778
C0011777
C0017890
C0031977
C0000503
C0007738
C0003968
C0165590
C0083381
C0596004
C0031441
C0014892
C0020281
C3273719
C0071112
C0025872
C0074246
C0066156
C0002421
C0023556
C0126174
C0030310
C0389490
C0036584
C0039840
C0297635
C0025611
C1173066
C0031007
C1449659
C3490795
C0071072
C0028356
C2975435
C1565135
C0039943
C0600175
C0011145
C0013085
C0060657
C3177235
C0055891
C4238106
C0007552
C0017887
C3896714
C0032911
C2718773
C0020268
C0008929
C1456408
C1145759
C1142985
C0078569
C0022181
C0025029
C2930113
C0031469
C2713581
C0247025
C0025598
C0036023
C0026818
C0016282
C0070166
C0796392
C0053799
C0251504
C2935023
C2698875
C0030899
C0291140
C0020789
C0026196
C0079459
C4279743
C0040162
C0058038
C0034283
C0003993
C0037707
C0010347
C0051027
C0969677
C2987716
C0026259
C0016351
C0024056
C0001465
C0032857
C0028351
C0288792
C0052585
C0972314
C0031923
C0137440
C0031463
C0022489
C1174691
C0012132
C0068722
C0011812
C1570906
C4535390
C0044551
C2719430
C0033429
C2697961
C0702050
C0765273
C0027396
C2931926
C0771204
C0725616
C0597765
C0085237
C0042845
C1120386
C0529793
C0068485
C0026933
C0023570
C2932852
C1948374
C0049506
C0753678
C0012086
C0025842
C0022251
C0137984
C0035179
C2700226
C0041165
C0011588
C0033308
C0070620
C0010592
C0971023
C0002412
C0031937
C0042313
C0009079
C0063220
C0209368
C0128608
C0076823
C0007257
C1698215
C0078839
C0085228
C0060282
C4519269
C2698682
C1883309
C0388753
C0076339
C0027603
C0002563
C0033473
C4764376
C0029309
C0171023
C2745017
C0001911
C0759933
C0016295
C0036079
C2003056
C2316164
C0969324
C0011015
C0536495
C0029904
C0065180
C0031507
C0031849
C0059752
C0886584
C0063491
C0017237
C0005301
C0022267
C0083867
C0678133
C4726765
C2939773
C0002272
C0244404
C0210657
C0042523
C0033798
C0000545
C0051405
C0002144
C0003596
C0242531
C0216784
C0053336
C0887700
C0003143
C0001041
C0024658
C0008269
C0060470
C0073631
C1741584
C4317165
C0074710
C0134337
C0065636
C0700784
C1451975
C0000578
C2000261
C0039601
C0772501
C0006233
C0012022
C0028978
C0055003
C0136123
C0060583
C1120110
C1312149
C0039543
C0052432
C0079466
C0546861
C0009214
C0937917
C1722260
C0772319
C0017889
C0009226
C0065839
C0092801
C0017986
C0039832
C0040096
C0076195
C0050465
C0133860
C0537150
C0055021
C4520219
C0050940
C0006376
C0770983
C0004475
C4530556
C0052761
C0600214
C0004906
C0021936
C1684405
C0053258
C0000981
C0008286
C0014704
C0286651
C0914729
C0303689
C0006931
C1701455
C0041249
C0030054
C0013615
C2350866
C0666743
C0701195
C0002600
C1692318
C3490329
C0063469
C0006020
C0057626
C0006938
C0008405
C0005100
C4053856
C0025605
C0740123
C0034268
C0025152
C0040018
C0246421
C0073992
C0071767
C0016277
C0008318
C0527316
C0014582
C0022154
C0024480
C0053355
C4726900
C2698371
C0037209
C0026651
C2932035
C0019588
C0027302
C1142931
C0032143
C0359299
C3541367
C1533126
C0078794
C0025384
C0962517
C0538927
C0025912
C0007906
C0024002
C0033706
C0073047
C0013136
C4287804
C0052416
C0073085
C0380393
C0025023
C0054433
C2353951
C2605855
C0257190
C2348308
C2930789
C1257689
C0526399
C0795671
C0244977
C0085845
C0074391
C2350948
C0657912
C0037688
C0281666
C0008240
C0030800
C0072953
C2343853
