C0007222,TREATS,C4305897
C0020538,TREATS,C0136123
C0018801,TREATS,C1176308
C0020538,TREATS,C0114873
C0004096,TREATS,C0969324
C0004238,TREATS,C0054196
C0020538,TREATS,C0054196
C0028754,TREATS,C0071097
C0004096,TREATS,C0756262
C0020538,TREATS,C0005320
C0020538,TREATS,C0009014
C0020538,TREATS,C4256018
C0020538,TREATS,C1120110
C0004096,TREATS,C0002575
C0004096,TREATS,C1257689
C0028754,TREATS,C0070359
C0028754,TREATS,C4550364
C0007222,TREATS,C4519151
C0020538,TREATS,C4033637
C0018802,TREATS,C0055723
C0018802,TREATS,C0886706
C0149931,TREATS,C0033497
C0027051,TREATS,C4718986
C0004238,TREATS,C5139814
C0014544,TREATS,C0137984
C0028754,TREATS,C1957370
C0028754,TREATS,C3489605
C0007222,TREATS,C2703183
C0014544,TREATS,C2725260
C0004096,TREATS,C0015840
C0004096,TREATS,C4305981
C0014544,TREATS,C1098849
C0948089,TREATS,C3489678
C0004096,TREATS,C3491331
C0149931,TREATS,C0016295
C0149931,TREATS,C3885487
C0004238,TREATS,C0766326
C0018802,TREATS,C0054015
C0018802,TREATS,C1177218
C0007222,TREATS,C1871983
C0014544,TREATS,C0060135
C0004096,TREATS,C4519082
C0020538,TREATS,C0075007
C0014544,TREATS,C0893761
C0014544,TREATS,C1311233
C0004096,TREATS,C0914699
C0948089,TREATS,C2713495
C0149931,TREATS,C0248284
C0878773,TREATS,C0772089
C0004096,TREATS,C5139815
C0020538,TREATS,C2745423
C0014544,TREATS,C0070592
C0149931,TREATS,C0754647
C0026896,TREATS,C0002412
C0004096,TREATS,C4731000
C0018801,TREATS,C4519731
C0004096,TREATS,C0010347
C0004096,TREATS,C0086073
C0020538,TREATS,C0140591
C0020538,TREATS,C1528417
C0027051,TREATS,C0069008
C0028754,TREATS,C1958612
C0020538,TREATS,C0032613
C0020538,TREATS,C0216784
C0028754,TREATS,C4519231
C0007222,TREATS,C2745478
C0007222,TREATS,C0024027
C0027051,TREATS,C4305731
C0018801,TREATS,C4078709
C0028754,TREATS,C2981796
C0018802,TREATS,C0676838
C0004096,TREATS,C3660996
C0149931,TREATS,C4505936
C0020538,TREATS,C0041175
C0020538,TREATS,C1306531
C0948089,TREATS,C1620287
C0007222,TREATS,C4550919
C0014544,TREATS,C0070525
C0014544,TREATS,C0025381
C0018801,TREATS,C4279623
C0014544,TREATS,C0076829
C0007222,TREATS,C4043827
C0020538,TREATS,C0012022
C0004096,TREATS,C0052944
C0018801,TREATS,C0030086
C0004096,TREATS,C0022176
C0020538,TREATS,C0051696
C0028754,TREATS,C0074493
C0004096,TREATS,C0008742
C0004096,TREATS,C0008744
C0004096,TREATS,C0764105
C0014544,TREATS,C4305842
C0004096,TREATS,C0384233
C0004096,TREATS,C0526058
C0020538,TREATS,C0530859
C0026896,TREATS,C4718988
C0004096,TREATS,C3489985
C0027051,TREATS,C4305968
C0004096,TREATS,C4519131
C0004096,TREATS,C4521183
C0948089,TREATS,C4079763
C0020538,TREATS,C0766108
C0020538,TREATS,C2347779
C0020538,TREATS,C0025681
C0007222,TREATS,C4305829
C0004096,TREATS,C2714313
C0014544,TREATS,C0070072
C0004096,TREATS,C0081408
C0004096,TREATS,C4255945
C0028754,TREATS,C0031495
C0020538,TREATS,C0008294
C0149931,TREATS,C4519286
C0004238,TREATS,C3177966
C0027051,TREATS,C2934030
C0028754,TREATS,C0015827
C0020538,TREATS,C0125997
C0020538,TREATS,C4718953
C0020538,TREATS,C1958569
C0020538,TREATS,C2698290
C0020538,TREATS,C2698291
C0020538,TREATS,C0022860
C0028754,TREATS,C1436085
C0007222,TREATS,C3640935
C0018801,TREATS,C0029904
C0018801,TREATS,C4255755
C0004238,TREATS,C0029904
C0004238,TREATS,C4255755
C0004238,TREATS,C4519133
C0028754,TREATS,C0058181
C0149931,TREATS,C0058181
C0020538,TREATS,C0129341
C0948089,TREATS,C0247025
C0878773,TREATS,C0388753
C0014544,TREATS,C3713830
C0027051,TREATS,C2714531
C0027051,TREATS,C2714532
C0027051,TREATS,C4703861
C0018802,TREATS,C0246904
C0018801,TREATS,C0246904
C0948089,TREATS,C3272847
C0004096,TREATS,C0969589
C0020538,TREATS,C0083536
C0020538,TREATS,C0041964
C0007222,TREATS,C3659310
C0020538,TREATS,C0126174
C0019151,TREATS,C3490329
C0018802,TREATS,C0116190
C0014544,TREATS,C0377265
C0004238,TREATS,C0043031
C0004238,TREATS,C4292380
C0014544,TREATS,C0031507
C0028754,TREATS,C1454350
C0028754,TREATS,C2698085
C0027051,TREATS,C0042071
C0014544,TREATS,C0068897
C0028754,TREATS,C5139782
C0018802,TREATS,C4519140
C0007222,TREATS,C4520219
C0027051,TREATS,C2981297
C0018801,TREATS,C3272639
C0028754,TREATS,C1505431
C0020538,TREATS,C0086079
C0007222,TREATS,C0651474
C0028754,TREATS,C0011786
C0027051,TREATS,C0872913
C0028754,TREATS,C3253174
C0004096,TREATS,C1876199
C0004096,TREATS,C5139752
C0149931,TREATS,C2713633
C0027051,TREATS,C1258217
C0007222,TREATS,C5139761
C0020538,TREATS,C0035167
C0027051,TREATS,C0006481
C0007222,TREATS,C0006481
C0028754,TREATS,C5139783
C0028754,TREATS,C2827125
C0018801,TREATS,C2983908
C0149931,TREATS,C4694272
C0028754,TREATS,C2698841
C0020538,TREATS,C0000946
C0020538,TREATS,C0006938
C0020538,TREATS,C4255725
C0004096,TREATS,C3658667
C0020538,TREATS,C0025859
C0020538,TREATS,C0072857
C0014544,TREATS,C0244656
C0004238,TREATS,C0252416
C0018801,TREATS,C0012963
C0020538,TREATS,C0164608
C0018802,TREATS,C0076840
C0020538,TREATS,C0036193
C0007222,TREATS,C0011185
C0007222,TREATS,C0038779
C0007222,TREATS,C1999883
C0020538,TREATS,C0020223
C0020538,TREATS,C0040958
C0020538,TREATS,C0053799
C0948089,TREATS,C0078956
C0028754,TREATS,C4519749
C0018801,TREATS,C2981349
C0020538,TREATS,C2981349
C0004096,TREATS,C0907850
C0028754,TREATS,C4519248
C0020538,TREATS,C3180836
C0020538,TREATS,C4731458
C0004096,TREATS,C0303689
C0004096,TREATS,C0361485
C0007222,TREATS,C0031855
C0004238,TREATS,C2827123
C0004096,TREATS,C0104263
C0878773,TREATS,C1099677
C0149931,TREATS,C1527839
C0018801,TREATS,C0077910
C0004096,TREATS,C2935253
C0004096,TREATS,C1674632
C0004096,TREATS,C4305988
C0014544,TREATS,C1871981
C0014544,TREATS,C0002333
C0028754,TREATS,C0031411
C0018801,TREATS,C0012258
C0004096,TREATS,C0291140
C0020538,TREATS,C0076891
C0018802,TREATS,C0008273
C0027051,TREATS,C0028214
C0020538,TREATS,C0028214
C0014544,TREATS,C0213404
C0014544,TREATS,C4255605
C0007222,TREATS,C0060470
C0020538,TREATS,C0011082
C0004238,TREATS,C2742242
C0014544,TREATS,C4519099
C0028754,TREATS,C0667047
C0028754,TREATS,C4284886
C0004096,TREATS,C1722267
C0007222,TREATS,C1744040
C0020538,TREATS,C0248719
C0004096,TREATS,C4305898
C0007222,TREATS,C0060179
C0149931,TREATS,C0528166
C0004096,TREATS,C2982101
C0020538,TREATS,C1452002
C0014544,TREATS,C0006863
C0007222,TREATS,C0022026
C0149931,TREATS,C4305840
C0028754,TREATS,C1142933
C0028754,TREATS,C1869838
C0149931,TREATS,C0025842
C0149931,TREATS,C0616472
C0149931,TREATS,C0616474
C0004096,TREATS,C1869620
C0020538,TREATS,C0012373
C0004096,TREATS,C0126120
C0018801,TREATS,C3502292
C0004096,TREATS,C4305970
C0026896,TREATS,C5139924
C0149931,TREATS,C0914729
C0020538,TREATS,C0145185
C0007222,TREATS,C0916853
C0007222,TREATS,C4508850
C0007222,TREATS,C4760866
C0020538,TREATS,C0526399
C0004096,TREATS,C0666743
C0004096,TREATS,C4238106
C0004096,TREATS,C4490035
C0004096,TREATS,C4541569
C0878773,TREATS,C5139827
C0018802,TREATS,C0016860
C0018802,TREATS,C0048176
C0948089,TREATS,C2974866
C0004096,TREATS,C1450367
C0028754,TREATS,C3177688
C0020538,TREATS,C3177688
C0018801,TREATS,C0636067
C0018801,TREATS,C0961485
C0004096,TREATS,C2699952
C0020538,TREATS,C3492731
C0020538,TREATS,C5139816
C0014544,TREATS,C0069751
C0014544,TREATS,C1311053
C0020538,TREATS,C0012271
C0020538,TREATS,C0042523
C0020538,TREATS,C0076723
C0004096,TREATS,C0965618
C0020538,TREATS,C0060180
C0018802,TREATS,C0002697
C0004096,TREATS,C4279366
C0007222,TREATS,C0165703
C0020538,TREATS,C4291328
C0020538,TREATS,C4553341
C0026896,TREATS,C0013615
C0026896,TREATS,C3848530
C0018802,TREATS,C0041014
C0007222,TREATS,C2606556
C0014544,TREATS,C0055891
C0149931,TREATS,C0297635
C0004096,TREATS,C3714170
C0004096,TREATS,C0071129
C0018802,TREATS,C3641654
C0149931,TREATS,C0540623
C0028754,TREATS,C0005096
C0028754,TREATS,C0053302
C0014544,TREATS,C0028126
C0028754,TREATS,C0076275
C0014544,TREATS,C4045947
C0028754,TREATS,C0031447
C0028754,TREATS,C0724659
C0007222,TREATS,C0063828
C0007222,TREATS,C0593051
C0948089,TREATS,C0040815
C0948089,TREATS,C4519912
C0020538,TREATS,C0061938
C0020538,TREATS,C0053091
C0020538,TREATS,C0020261
C0014544,TREATS,C0041038
C0014544,TREATS,C0033148
C0014544,TREATS,C0026056
C0007222,TREATS,C3502471
C0149931,TREATS,C0055477
C0018802,TREATS,C0002238
C0018802,TREATS,C0050518
C0018802,TREATS,C0520442
C0149931,TREATS,C0012291
C0004096,TREATS,C5139802
C0149931,TREATS,C4519126
C0027051,TREATS,C2974521
C0149931,TREATS,C1744311
C0007222,TREATS,C2828245
C0018802,TREATS,C0969397
C0028754,TREATS,C1528182
C0007222,TREATS,C2825688
C0020538,TREATS,C0030812
C0018802,TREATS,C0054836
C0028754,TREATS,C4278925
C0027051,TREATS,C1999375
C0018802,TREATS,C0032912
C0020538,TREATS,C0032912
C0027051,TREATS,C0754820
C0018801,TREATS,C0166128
C0004096,TREATS,C2987011
C0018801,TREATS,C4725688
C0028754,TREATS,C0039962
C0004096,TREATS,C4305891
C0014544,TREATS,C0530684
C0007222,TREATS,C0022041
C0020538,TREATS,C0118168
C0020538,TREATS,C3713669
C0018802,TREATS,C3713669
C0004096,TREATS,C3713669
C0014544,TREATS,C0667442
C0020538,TREATS,C0026196
C0007222,TREATS,C4305741
C0020538,TREATS,C0040899
C0014544,TREATS,C4224785
C0007222,TREATS,C0063757
C0878773,TREATS,C0529351
C0004096,TREATS,C0054201
C0004096,TREATS,C1948374
C0014544,TREATS,C0031412
C0004096,TREATS,C3502025
C0018801,TREATS,C2932035
C0028754,TREATS,C4279595
C0007222,TREATS,C1620037
C0027051,TREATS,C4489760
C0020538,TREATS,C4489760
C0020538,TREATS,C3852189
C0007222,TREATS,C0049174
C0149931,TREATS,C0075632
C0020538,TREATS,C0071304
C0014544,TREATS,C5139789
C0020615,TREATS,C5139868
C0014544,TREATS,C3657549
C0027051,TREATS,C5139825
C0027051,TREATS,C5139965
C0004096,TREATS,C4076895
C0149931,TREATS,C4542165
C0011860,TREATS,C3885068
C0011860,TREATS,C4279601
C0004238,TREATS,C0002238
C0004238,TREATS,C0050518
C0004238,TREATS,C0520442
C0030567,TREATS,C1722267
C0149931,TREATS,C0023863
C0030567,TREATS,C2933912
C0028754,TREATS,C2350948
C0028754,TREATS,C4255624
C0020538,TREATS,C0055021
C0011860,TREATS,C4045234
C0242422,TREATS,C0029309
C0024117,TREATS,C0969589
C0030567,TREATS,C1098261
C0020538,TREATS,C0040209
C0004096,TREATS,C0073076
C0011860,TREATS,C0907402
C0020538,TREATS,C0753287
C0011860,TREATS,C3179549
C0004096,TREATS,C0077497
C0020538,TREATS,C0055723
C0020538,TREATS,C0886706
C0020538,TREATS,C0165703
C0004096,TREATS,C0123047
C0017205,TREATS,C3272698
C0030567,TREATS,C0673470
C0020538,TREATS,C0071132
C0020538,TREATS,C0075783
C0011860,TREATS,C3501981
C0011860,TREATS,C3490348
C0004096,TREATS,C2935023
C0011860,TREATS,C0017631
C0020538,TREATS,C0071074
C0020538,TREATS,C0886544
C0220756,TREATS,C1321596
C0011860,TREATS,C0350998
C0020538,TREATS,C0030040
C0242422,TREATS,C0031007
C0024117,TREATS,C2935023
C0011860,TREATS,C1958126
C0011860,TREATS,C2974540
C0011860,TREATS,C2983989
C0011860,TREATS,C2353951
C0011860,TREATS,C1570906
C0014544,TREATS,C0006949
C0014544,TREATS,C0030883
C0014544,TREATS,C4256112
C0020538,TREATS,C0286185
C0020538,TREATS,C0636067
C0020538,TREATS,C0961485
C0004096,TREATS,C0040864
C0030567,TREATS,C0033254
C0030567,TREATS,C0040964
C0011860,TREATS,C0061323
C0004096,TREATS,C0056391
C0004096,TREATS,C1135150
C0014544,TREATS,C0064636
C0004096,TREATS,C0025815
C0011860,TREATS,C0071097
C0948089,TREATS,C1999375
C0020538,TREATS,C0527379
C0004238,TREATS,C0012265
C0020538,TREATS,C0025854
C0004238,TREATS,C0034414
C0004238,TREATS,C4255874
C0004238,TREATS,C4255875
C0017205,TREATS,C0532578
C0242422,TREATS,C0023570
C0004096,TREATS,C0039771
C0004096,TREATS,C0304441
C0004096,TREATS,C0011777
C0038454,TREATS,C0286651
C0027051,TREATS,C0004147
C0004238,TREATS,C0116569
C0011860,TREATS,C0903898
C0020538,TREATS,C0068475
C0038454,TREATS,C0051696
C0030567,TREATS,C0002403
C0038454,TREATS,C0085542
C0494475,TREATS,C0006949
C0038454,TREATS,C0248719
C0026896,TREATS,C0034261
C0026896,TREATS,C4718957
C0002395,TREATS,C0649350
C0004238,TREATS,C0042523
C0020538,TREATS,C0015772
C0011860,TREATS,C2746078
C0027051,TREATS,C0065374
C0027051,TREATS,C2827257
C0004096,TREATS,C0066700
C0004096,TREATS,C4718959
C0020538,TREATS,C0025029
C0011860,TREATS,C0066535
C0026896,TREATS,C0027679
C0030567,TREATS,C0006982
C0030567,TREATS,C1881339
C0030567,TREATS,C0023570
C0004096,TREATS,C0032952
C0004096,TREATS,C0005308
C0270846,TREATS,C0009011
C0242422,TREATS,C0005578
C0027051,TREATS,C0025859
C0948089,TREATS,C0025859
C0004096,TREATS,C0068483
C0020538,TREATS,C0004975
C0011860,TREATS,C0040372
C0242422,TREATS,C0006982
C0242422,TREATS,C1881339
C0038454,TREATS,C0072973
C0494475,TREATS,C0031507
C0020538,TREATS,C0022265
C0242422,TREATS,C0002403
C0020538,TREATS,C0004147
C0028754,TREATS,C0008283
C0030567,TREATS,C0244821
C0020538,TREATS,C0037982
C0014544,TREATS,C0012010
C0027051,TREATS,C0005640
C0149931,TREATS,C0014710
C0020538,TREATS,C0025741
C0020538,TREATS,C3714624
C0004096,TREATS,C0032950
C0004238,TREATS,C0033497
C0020538,TREATS,C0287041
C0020538,TREATS,C0079466
C0004096,TREATS,C0028351
C0028754,TREATS,C0070549
C0014544,TREATS,C0036516
C0011860,TREATS,C1611934
C0011860,TREATS,C2699273
C0020538,TREATS,C0021186
C0020538,TREATS,C0028193
C0011860,TREATS,C0000992
C0030567,TREATS,C0005578
C0020538,TREATS,C0028005
C0948089,TREATS,C0070166
C0948089,TREATS,C4255919
C0028754,TREATS,C0012201
C0028754,TREATS,C4255869
C0002395,TREATS,C0039245
C0014544,TREATS,C0039925
C0011860,TREATS,C1456408
C0019151,TREATS,C0027603
C0019151,TREATS,C4718970
C0019151,TREATS,C4718971
C0019151,TREATS,C4718972
C0948089,TREATS,C0253563
C0948089,TREATS,C0950902
C0948089,TREATS,C4256156
C0019147,TREATS,C0027603
C0019147,TREATS,C4718970
C0019147,TREATS,C4718971
C0019147,TREATS,C4718972
C0011860,TREATS,C0025598
C0004096,TREATS,C0056387
C0004096,TREATS,C4718958
C0038454,TREATS,C0965129
C0494475,TREATS,C0033148
C0948089,TREATS,C0042523
C0020538,TREATS,C0027302
C0011860,TREATS,C0050393
C0149931,TREATS,C0004057
C0149931,TREATS,C0304348
C0149931,TREATS,C0699278
C0030567,TREATS,C1700683
C0004238,TREATS,C0033429
C0024117,TREATS,C0027235
C0024117,TREATS,C0700580
C0024117,TREATS,C3848550
C0024117,TREATS,C4703917
C0242422,TREATS,C0033254
C0242422,TREATS,C0040964
C0149931,TREATS,C0027396
C0149931,TREATS,C4255899
C0242422,TREATS,C0041009
C0019151,TREATS,C0073374
C0019151,TREATS,C4255714
C0019151,TREATS,C4255715
C0014544,TREATS,C0025382
C0014544,TREATS,C4255891
C0004096,TREATS,C0060501
C0004096,TREATS,C1646276
C0020538,TREATS,C0008273
C0011860,TREATS,C1565750
C0004238,TREATS,C0012582
C0004238,TREATS,C0114771
C0030567,TREATS,C0005098
C0002395,TREATS,C0527316
C0268490,TREATS,C0173083
C0149931,TREATS,C0762662
C0494475,TREATS,C0064636
C0030567,TREATS,C0003596
C0020538,TREATS,C0002502
C0030567,TREATS,C0165921
C0004096,TREATS,C0020268
C0004096,TREATS,C4255947
C0004096,TREATS,C4255948
C0004096,TREATS,C0053817
C0011860,TREATS,C0246689
C0494475,TREATS,C0031412
C0020538,TREATS,C0007299
C0020538,TREATS,C0144576
C0020538,TREATS,C0678133
C0038454,TREATS,C0074554
C0030567,TREATS,C0041009
C0004096,TREATS,C0039542
C0004096,TREATS,C0039543
C0751434,TREATS,C0048897
C0751434,TREATS,C4281712
C0011860,TREATS,C0008287
C0242422,TREATS,C0005098
C0011860,TREATS,C0017642
C0030567,TREATS,C0036579
C0020538,TREATS,C0076107
C0004096,TREATS,C0063077
C0007194,TREATS,C0033497
C0011860,TREATS,C0245514
C0020179,TREATS,C0039623
C0020538,TREATS,C0020273
C0270846,TREATS,C0024002
C0014544,TREATS,C0109002
C0019202,TREATS,C0030817
C0014544,TREATS,C0042291
C0014544,TREATS,C0080356
C0020538,TREATS,C0014027
C0020538,TREATS,C0886809
C0028754,TREATS,C0024977
C0030567,TREATS,C0074710
C0018790,TREATS,C0022245
C0020538,TREATS,C0072973
C0004238,TREATS,C0037707
C0004238,TREATS,C0591170
C0011860,TREATS,C0040374
C0149931,TREATS,C0031412
C0030567,TREATS,C0006230
C0004096,TREATS,C0029193
C0020538,TREATS,C0035179
C0020538,TREATS,C0033497
C0149931,TREATS,C0006644
C0149931,TREATS,C1170114
C0020538,TREATS,C0040233
C0020538,TREATS,C2983887
C0020615,TREATS,C0017687
C0020615,TREATS,C0772088
C0020615,TREATS,C0876232
C0020615,TREATS,C4256157
C0020538,TREATS,C0031937
C0020538,TREATS,C0065374
C0020538,TREATS,C2827257
C0027051,TREATS,C0031444
C0004238,TREATS,C0012373
C0020538,TREATS,C0028066
C0020538,TREATS,C0018318
C0030567,TREATS,C0246330
C0020538,TREATS,C0016860
C0020538,TREATS,C0048176
C0030567,TREATS,C0525678
C0017205,TREATS,C1321596
C0020538,TREATS,C0030557
C0004096,TREATS,C0378466
C0020538,TREATS,C0054836
C0020538,TREATS,C0028116
C0002395,TREATS,C0016967
C0027051,TREATS,C0004057
C0027051,TREATS,C0304348
C0027051,TREATS,C0699278
C0004096,TREATS,C0011705
C0020538,TREATS,C0018312
C0004238,TREATS,C0053799
C0024117,TREATS,C2934193
C0011860,TREATS,C2973895
C0024117,TREATS,C3661274
C0242422,TREATS,C0066139
C0038454,TREATS,C2974521
C0028754,TREATS,C0085208
C0028754,TREATS,C0027360
C0011860,TREATS,C3492889
C0011860,TREATS,C2933904
C0011860,TREATS,C3501434
C0011860,TREATS,C4519754
C0011860,TREATS,C2981308
C0011860,TREATS,C3272640
C0011860,TREATS,C0532578
C0011860,TREATS,C0906166
C0020538,TREATS,C2825622
C0004096,TREATS,C0069392
C0004096,TREATS,C0146337
C0020538,TREATS,C0753183
C0020538,TREATS,C0057301
C0020538,TREATS,C0078836
C0020538,TREATS,C1529293
C0011860,TREATS,C0061330
C0011860,TREATS,C0061328
C0011860,TREATS,C2607479
C0011849,TREATS,C3491971
C0020538,TREATS,C0022616
C0011849,TREATS,C0123677
C0011849,TREATS,C1170011
C0011849,TREATS,C0537270
C0011849,TREATS,C1815806
C0011860,TREATS,C0293359
C0011860,TREATS,C0982221
C0011860,TREATS,C0795635
C0011860,TREATS,C1446598
C0011860,TREATS,C1695970
C0242422,TREATS,C0031979
C0030567,TREATS,C0000378
C0011860,TREATS,C4279587
C0011849,TREATS,C1313386
C0002986,TREATS,C0754022
C0002986,TREATS,C2698220
C0030567,TREATS,C0056835
C0018802,TREATS,C0014025
C0018802,TREATS,C0014027
C0018802,TREATS,C0886809
C0020179,TREATS,C4277781
C0011860,TREATS,C4079805
C0024117,TREATS,C4519232
C0149931,TREATS,C4549503
C0149931,TREATS,C4694273
C0149931,TREATS,C4731561
C0014544,TREATS,C4550368
C0026896,TREATS,C0004482
C0024117,TREATS,C1948374
C0004238,TREATS,C0905464
C0004096,TREATS,C3661274
C0878773,TREATS,C0006050
C0878773,TREATS,C2719424
C0878773,TREATS,C2719767
C0878773,TREATS,C2930113
C0878773,TREATS,C4721552
C0878773,TREATS,C4745461
C0004238,TREATS,C1739768
C0007222,TREATS,C3529352
C0948089,TREATS,C1739768
C0020538,TREATS,C4033447
C5203670,TREATS,C0292818
C0751436,TREATS,C0048897
C0751436,TREATS,C4281712
C0026896,TREATS,C4550350
C0026896,TREATS,C4745432
C0018801,TREATS,C3502471
C0011860,TREATS,C3502471
C0028754,TREATS,C3885068
C0007222,TREATS,C0009262
C0004238,TREATS,C0070166
C0004238,TREATS,C4255919
C0002066,TREATS,C0173083
C0026896,TREATS,C0025241
C0026896,TREATS,C1513105
C0020538,TREATS,C4279743
C0020538,TREATS,C5139937
C0018802,TREATS,C0257190
C0007222,TREATS,C0257190
C0004238,TREATS,C0257190
C0007222,TREATS,C0025681
C0007222,TREATS,C0030858
C0002395,TREATS,C0039736
C0030567,TREATS,C0029309
C0002395,TREATS,C2983917
C0878544,TREATS,C2983917
C0011849,TREATS,C2699871
C0023890,TREATS,C2699871
C0023895,TREATS,C2699871
C0018802,TREATS,C1313428
C0004238,TREATS,C1313428
C0020538,TREATS,C5139866
C0020541,TREATS,C1516119
C0023895,TREATS,C1516119
C0004238,TREATS,C0041014
C0004096,TREATS,C1871120
C0007222,TREATS,C0063584
C0030567,TREATS,C4042416
C0023890,TREATS,C1135135
C0023890,TREATS,C0060926
C0023895,TREATS,C0913506
C0011168,TREATS,C0913506
C0030567,TREATS,C3490329
C0154246,TREATS,C3490329
C0007222,TREATS,C0078836
C0007222,TREATS,C1529293
C0030567,TREATS,C0000970
C0030567,TREATS,C1258986
C0030567,TREATS,C1950939
C0020538,TREATS,C0000970
C0020538,TREATS,C1258986
C0020538,TREATS,C1950939
C0027765,TREATS,C0000970
C0027765,TREATS,C1258986
C0027765,TREATS,C1950939
C0028754,TREATS,C0000970
C0028754,TREATS,C1258986
C0028754,TREATS,C1950939
C0023890,TREATS,C3852920
C0023895,TREATS,C3852920
C0007222,TREATS,C3272847
C0002395,TREATS,C0209738
C0023890,TREATS,C0209738
C0028754,TREATS,C3489855
C0004096,TREATS,C1721306
C0004096,TREATS,C4705187
C0027051,TREATS,C0026549
C0027051,TREATS,C0070108
C0018790,TREATS,C0026549
C0018790,TREATS,C0070108
C0028754,TREATS,C0026549
C0028754,TREATS,C0070108
C0023895,TREATS,C4080091
C0007222,TREATS,C0028005
C0030567,TREATS,C1434212
C0004238,TREATS,C0087163
C0018802,TREATS,C0087163
C1145670,TREATS,C0087163
C0085584,TREATS,C0087163
C0023895,TREATS,C3657824
C0004096,TREATS,C0022949
C0002395,TREATS,C0136123
C0007222,TREATS,C0136123
C0027051,TREATS,C0136123
C0162309,TREATS,C1135764
C1527231,TREATS,C1135764
C0007222,TREATS,C0766108
C0007222,TREATS,C2347779
C0002395,TREATS,C2827343
C0004238,TREATS,C0766193
C0023890,TREATS,C0036773
C0023890,TREATS,C0304925
C0023890,TREATS,C4703827
C1527231,TREATS,C0036773
C1527231,TREATS,C0304925
C1527231,TREATS,C4703827
C0002395,TREATS,C0036773
C0002395,TREATS,C0304925
C0002395,TREATS,C4703827
C0027051,TREATS,C0013090
C0027051,TREATS,C2699808
C0002395,TREATS,C0013090
C0002395,TREATS,C2699808
C0030567,TREATS,C0013090
C0030567,TREATS,C2699808
C0030567,TREATS,C0377265
C0494475,TREATS,C0377265
C0002395,TREATS,C0377265
C0018799,TREATS,C0209368
C0007222,TREATS,C0209368
C0026896,TREATS,C0209368
C0020538,TREATS,C0209368
C0023895,TREATS,C0209368
C0007222,TREATS,C0068475
C0028754,TREATS,C0078844
C0030567,TREATS,C0078844
C0028754,TREATS,C0072953
C0023895,TREATS,C4525950
C0020538,TREATS,C0090306
C0442874,TREATS,C1533126
C0027051,TREATS,C0038418
C0018802,TREATS,C0288171
C0004238,TREATS,C0288171
C0007222,TREATS,C0288171
C0002395,TREATS,C0014695
C0028754,TREATS,C0014695
C0004096,TREATS,C0014695
C0011849,TREATS,C0014695
C0018802,TREATS,C0252643
